ステップ,荷重0,変位計1,変位計2,変位計3,変位計4,変位計5,変位計6,変位計7,変位計8,変位計9,変位計10,変位計11,変位計12,変位計13,荷重14,日時,分秒,,,γ1-2,3BS1C1,,変位計1
380,166,101.42,5.97,-3.98,0.13,5.24,-0.71,0.22,0.25,8.6,38.24,2.74,159.5,22,45,2610,5641,,0.067901235,0.039360825,173,,101.42
381,161,101.42,5.97,-3.98,0.11,5.2,-0.72,0.22,0.25,8.7,38.32,2.34,158.5,21.5,40,2610,5642,,0.067654321,0.039360825,168,,101.42
382,159,101.41,5.97,-3.98,0.11,5.17,-0.71,0.22,0.25,8.78,38.4,1.94,157.5,21.5,35,2610,5643,,0.067160494,0.039356701,166,,101.41
383,156,101.43,5.98,-3.95,0.11,5.13,-0.71,0.22,0.25,8.88,38.46,1.54,157,22,33,2610,5645,,0.066666667,0.039360825,163,,101.43
384,151,101.42,5.92,-3.88,0.11,5.08,-0.71,0.22,0.25,8.96,38.56,1.12,155.5,21.5,25,2610,5646,,0.06617284,0.039381443,158,,101.42
385,148,101.43,5.87,-3.88,0.13,5.04,-0.71,0.21,0.26,9.06,38.6,0.7,155.5,20.5,23,2610,5648,,0.066666667,0.039406186,155,,101.43
386,145,101.43,5.87,-3.88,0.11,4.99,-0.72,0.2,0.25,9.14,38.64,0.32,154,21,23,2610,5649,,0.065679012,0.039406186,152,,101.43
387,143,101.43,5.86,-3.87,0.11,4.95,-0.72,0.21,0.25,9.22,38.72,-0.04,153.5,20.5,20,2610,5651,,0.065679012,0.039410309,150,,101.43
388,140,101.43,5.86,-3.88,0.11,4.9,-0.72,0.21,0.24,9.3,38.76,-0.44,153,21,15,2610,5652,,0.065185185,0.039410309,147,,101.43
389,136,101.43,5.85,-3.87,0.12,4.85,-0.71,0.21,0.25,9.36,38.82,-0.78,151.5,21,13,2610,5654,,0.064444444,0.039414433,143,,101.43
390,134,101.43,5.75,-3.87,0.11,4.8,-0.71,0.21,0.25,9.46,38.88,-1.18,150.5,20,8,2610,5655,,0.064444444,0.03945567,141,,101.43
391,133,101.42,5.75,-3.88,0.1,4.75,-0.71,0.21,0.25,9.52,38.96,-1.52,150.5,21,5,2610,5657,,0.063950617,0.039451546,140,,101.42
392,128,101.41,5.76,-3.88,0.1,4.69,-0.72,0.21,0.25,9.6,39,-1.9,148.5,21,3,2610,5658,,0.062962963,0.039443299,135,,101.41
393,126,101.42,5.76,-3.88,0.11,4.64,-0.71,0.2,0.25,9.68,39.08,-2.24,148.5,21.5,5,2610,5700,,0.062716049,0.039447423,133,,101.42
394,124,101.42,5.66,-3.87,0.11,4.59,-0.71,0.2,0.25,9.76,39.1,-2.6,147.5,21,0,2610,5701,,0.062469136,0.03948866,131,,101.42
395,120,101.42,5.66,-3.81,0.1,4.53,-0.72,0.2,0.24,9.84,39.16,-2.98,147,21,0,2610,5703,,0.062222222,0.03948866,127,,101.42
396,120,101.42,5.66,-3.76,0.11,4.49,-0.71,0.2,0.24,9.92,39.22,-3.28,146,20.5,-5,2610,5704,,0.061975309,0.03948866,127,,101.42
397,118,101.42,5.67,-3.77,0.12,4.43,-0.71,0.2,0.23,9.94,39.24,-3.56,144.5,22,-5,2610,5706,,0.060493827,0.039484536,125,,101.42
398,118,101.42,5.63,-3.77,0.12,4.39,-0.71,0.2,0.22,9.94,39.24,-3.84,143,21,-5,2610,5707,,0.060246914,0.039501031,125,,101.42
399,115,101.42,5.57,-3.77,0.11,4.33,-0.71,0.19,0.21,9.96,39.24,-4.12,143,21,-5,2610,5709,,0.060246914,0.039525773,122,,101.42
400,113,101.43,5.56,-3.77,0.12,4.29,-0.71,0.19,0.21,9.98,39.26,-4.42,142,20,-3,2610,5710,,0.060246914,0.039534021,120,,101.43
401,112,101.42,5.56,-3.77,0.12,4.23,-0.72,0.19,0.18,9.96,39.26,-4.74,140.5,20.5,-5,2610,5712,,0.059259259,0.039529897,119,,101.42
402,110,101.43,5.56,-3.78,0.12,4.18,-0.7,0.19,0.17,9.98,39.28,-4.98,140.5,20.5,-5,2610,5713,,0.059259259,0.039534021,117,,101.43
403,107,101.43,5.45,-3.77,0.12,4.14,-0.71,0.19,0.16,10,39.3,-5.28,139,20,-5,2610,5714,,0.058765432,0.039579381,114,,101.43
404,105,101.41,5.45,-3.65,0.13,4.09,-0.7,0.18,0.14,10,39.32,-5.5,138,20,0,2610,5716,,0.058271605,0.039571134,112,,101.41
405,104,101.42,5.46,-3.66,0.13,4.04,-0.7,0.18,0.14,10,39.32,-5.76,137.5,20,-3,2610,5717,,0.058024691,0.039571134,111,,101.42
406,104,101.43,5.36,-3.67,0.12,3.99,-0.69,0.17,0.12,9.92,39.34,-6.08,135.5,20,-3,2610,5719,,0.057037037,0.039616495,111,,101.43
407,102,101.42,5.36,-3.66,0.13,3.93,-0.69,0.17,0.12,9.94,39.38,-6.4,135,19.5,-5,2610,5720,,0.057037037,0.039612371,109,,101.42
408,97,101.42,5.35,-3.66,0.13,3.88,-0.69,0.16,0.1,9.94,39.36,-6.68,135,19.5,-5,2610,5722,,0.057037037,0.039616495,104,,101.42
409,97,101.42,5.35,-3.56,0.11,3.83,-0.69,0.17,0.09,9.98,39.42,-6.9,133,20.5,-5,2610,5723,,0.055555556,0.039616495,104,,101.42
410,97,101.43,5.24,-3.56,0.11,3.78,-0.68,0.17,0.08,9.98,39.42,-7.12,132.5,18.5,-5,2610,5725,,0.056296296,0.039665979,104,,101.43
411,94,101.43,5.25,-3.56,0.12,3.74,-0.67,0.16,0.07,9.98,39.44,-7.42,132.5,19,-5,2610,5726,,0.056049383,0.039661856,101,,101.43
412,93,101.43,5.24,-3.56,0.11,3.68,-0.68,0.16,0.06,9.98,39.42,-7.76,130.5,18,-3,2610,5728,,0.055555556,0.039665979,100,,101.43
413,92,101.42,5.24,-3.56,0.12,3.63,-0.67,0.15,0.04,9.96,39.46,-8.06,130.5,18.5,-5,2610,5729,,0.055308642,0.039661856,99,,101.42
414,89,101.43,5.19,-3.56,0.12,3.58,-0.67,0.16,0.03,9.96,39.48,-8.36,129.5,19,-3,2610,5731,,0.054567901,0.039686598,96,,101.43
415,87,101.42,5.15,-3.47,0.12,3.53,-0.67,0.15,0.01,9.98,39.48,-8.66,128,19,-8,2610,5732,,0.05382716,0.039698969,94,,101.42
416,86,101.42,5.14,-3.46,0.11,3.49,-0.68,0.16,0,9.96,39.5,-8.94,127.5,20,-5,2610,5734,,0.05308642,0.039703093,93,,101.42
417,86,101.43,5.15,-3.46,0.12,3.44,-0.67,0.15,-0.01,9.98,39.5,-9.26,126.5,19,-10,2610,5735,,0.05308642,0.039703093,93,,101.43
418,82,101.43,5.13,-3.45,0.11,3.39,-0.66,0.15,-0.02,9.98,39.5,-9.58,126,18,-5,2610,5736,,0.053333333,0.03971134,89,,101.43
419,81,101.42,5.03,-3.45,0.11,3.33,-0.66,0.15,-0.03,9.98,39.48,-9.9,124.5,17.5,-10,2610,5738,,0.052839506,0.039748454,88,,101.42
420,81,101.42,5.03,-3.45,0.12,3.29,-0.65,0.15,-0.04,10,39.48,-10.14,124.5,18,-8,2610,5739,,0.052592593,0.039748454,88,,101.42
421,80,101.42,5.03,-3.46,0.12,3.24,-0.65,0.15,-0.05,9.98,39.46,-10.3,123.5,17.5,-8,2610,5741,,0.052345679,0.039748454,87,,101.42
422,77,101.43,5.03,-3.45,0.11,3.2,-0.65,0.15,-0.06,9.98,39.46,-10.5,122,17.5,-5,2610,5742,,0.051604938,0.039752577,84,,101.43
423,77,101.42,4.92,-3.35,0.12,3.16,-0.64,0.15,-0.07,9.98,39.46,-10.72,121,17,-5,2610,5744,,0.051358025,0.039793814,84,,101.42
424,75,101.42,4.92,-3.35,0.11,3.1,-0.65,0.13,-0.08,9.98,39.46,-10.98,121,17.5,-8,2610,5745,,0.051111111,0.039793814,82,,101.42
425,74,101.43,4.93,-3.34,0.11,3.06,-0.64,0.13,-0.1,9.96,39.44,-11.5,119.5,16.5,-5,2610,5746,,0.050864198,0.039793814,81,,101.43
426,72,101.42,4.93,-3.35,0.11,3.01,-0.65,0.13,-0.11,9.94,39.44,-11.9,118.5,16.5,-8,2610,5748,,0.05037037,0.039789691,79,,101.42
427,71,101.43,4.81,-3.35,0.11,2.97,-0.64,0.13,-0.12,9.96,39.44,-12.18,118.5,16,-5,2610,5749,,0.050617284,0.039843299,78,,101.43
428,70,101.42,4.82,-3.35,0.11,2.92,-0.62,0.13,-0.13,9.96,39.46,-12.44,117,16,-8,2610,5751,,0.049876543,0.039835052,77,,101.42
429,66,101.42,4.83,-3.31,0.13,2.86,-0.62,0.13,-0.14,9.96,39.46,-12.74,116.5,16,-8,2610,5752,,0.04962963,0.039830928,73,,101.42
430,66,101.43,4.82,-3.24,0.12,2.82,-0.62,0.13,-0.15,9.96,39.42,-13.04,115.5,16.5,-8,2610,5754,,0.048888889,0.039839175,73,,101.43
431,64,101.43,4.73,-3.22,0.13,2.77,-0.61,0.12,-0.16,9.98,39.44,-13.34,115.5,15.5,-8,2610,5755,,0.049382716,0.039876289,71,,101.43
432,65,101.43,4.72,-3.23,0.12,2.72,-0.62,0.12,-0.17,9.98,39.42,-13.62,113.5,15,-10,2610,5756,,0.048641975,0.039880412,72,,101.43
433,63,101.42,4.72,-3.25,0.12,2.67,-0.61,0.12,-0.19,9.98,39.42,-13.88,114,15.5,-8,2610,5758,,0.048641975,0.039876289,70,,101.42
434,60,101.42,4.71,-3.24,0.12,2.63,-0.59,0.12,-0.2,9.98,39.42,-14.14,112.5,15,-8,2610,5759,,0.048148148,0.039880412,67,,101.42
435,59,101.42,4.61,-3.25,0.11,2.58,-0.6,0.11,-0.2,10,39.42,-14.4,111.5,13.5,-13,2610,5801,,0.048395062,0.039921649,66,,101.42
436,58,101.41,4.6,-3.24,0.1,2.53,-0.59,0.11,-0.22,10,39.42,-14.7,110.5,13.5,-10,2610,5802,,0.047901235,0.039921649,65,,101.41
437,55,101.43,4.59,-3.21,0.1,2.49,-0.59,0.1,-0.22,10,39.42,-14.96,109.5,13.5,-10,2610,5803,,0.047407407,0.039934021,62,,101.43
438,54,101.43,4.59,-3.14,0.1,2.43,-0.59,0.1,-0.24,10,39.42,-15.16,109,14.5,-15,2610,5805,,0.046666667,0.039934021,61,,101.43
439,51,101.41,4.51,-3.14,0.12,2.4,-0.59,0.11,-0.24,10.02,39.42,-15.34,107.5,14.5,-15,2610,5806,,0.045925926,0.039958763,58,,101.41
440,48,101.42,4.5,-3.14,0.11,2.36,-0.58,0.1,-0.24,10.06,39.4,-15.5,106.5,13,-20,2610,5808,,0.04617284,0.03996701,55,,101.42
441,48,101.43,4.51,-3.13,0.11,2.31,-0.57,0.1,-0.25,10.12,39.44,-15.64,106,14,-25,2610,5809,,0.045432099,0.03996701,55,,101.43
442,45,101.45,4.51,-3.14,0.11,2.26,-0.57,0.1,-0.26,10.18,39.48,-15.82,105.5,13.5,-25,2610,5811,,0.045432099,0.039975258,52,,101.45
443,45,101.42,4.44,-3.14,0.13,2.23,-0.56,0.1,-0.26,10.24,39.48,-15.98,104.5,13.5,-30,2610,5812,,0.044938272,0.039991753,52,,101.42
444,42,101.43,4.4,-3.09,0.12,2.18,-0.55,0.1,-0.26,10.32,39.46,-16.04,103.5,13,-30,2610,5813,,0.044691358,0.040012371,49,,101.43
445,40,101.43,4.39,-3.04,0.11,2.13,-0.54,0.09,-0.26,10.4,39.46,-16.22,102.5,12.5,-30,2610,5815,,0.044444444,0.040016495,47,,101.43
446,41,101.42,4.39,-3.03,0.09,2.09,-0.54,0.09,-0.27,10.46,39.48,-16.3,102.5,13,-33,2610,5816,,0.044197531,0.040012371,48,,101.42
447,36,101.43,4.39,-3.04,0.11,2.05,-0.53,0.08,-0.28,10.5,39.46,-16.4,100.5,12.5,-35,2610,5818,,0.04345679,0.040016495,43,,101.43
448,33,101.42,4.4,-3.04,0.1,2,-0.53,0.1,-0.28,10.58,39.46,-16.46,100.5,13,-40,2610,5819,,0.043209877,0.040008247,40,,101.42
449,31,101.42,4.28,-3.05,0.1,1.97,-0.51,0.09,-0.3,10.62,39.48,-16.52,99.5,12,-40,2610,5820,,0.043209877,0.040057732,38,,101.42
450,30,101.43,4.28,-3.04,0.1,1.92,-0.51,0.08,-0.29,10.68,39.5,-16.6,98.5,12,-43,2610,5822,,0.042716049,0.040061856,37,,101.43
451,28,100.74,4.28,-2.95,0.1,1.88,-0.51,0.08,-0.3,10.68,39.48,-16.5,97.5,12.5,-48,2610,5823,,0.041975309,0.03977732,35,,100.74
452,26,100.04,4.29,-2.93,0.11,1.84,-0.5,0.07,-0.3,10.68,39.4,-16.3,97,13,-50,2610,5825,,0.041481481,0.039484536,33,,100.04
453,25,99.04,4.29,-2.94,0.11,1.79,-0.49,0.09,-0.3,10.7,39.34,-16.14,96,13,-53,2610,5826,,0.040987654,0.039072165,32,,99.04
454,23,98.14,4.2,-2.94,0.1,1.75,-0.49,0.09,-0.31,10.68,39.24,-16,95,13.5,-58,2610,5828,,0.040246914,0.038738144,30,,98.14
455,26,97.24,4.19,-2.95,0.11,1.7,-0.49,0.07,-0.31,10.7,39.22,-16.22,94.5,12.5,-38,2610,5829,,0.040493827,0.038371134,33,,97.24
456,25,96.33,4.18,-2.94,0.12,1.63,-0.48,0.08,-0.32,10.7,39.22,-16.5,93.5,12.5,-38,2610,5831,,0.04,0.038,32,,96.33
457,24,95.44,4.19,-2.94,0.11,1.59,-0.48,0.07,-0.33,10.7,39.24,-16.8,92.5,12.5,-38,2610,5832,,0.039506173,0.037628866,31,,95.44
458,22,94.54,4.2,-2.91,0.11,1.54,-0.48,0.07,-0.33,10.66,39.2,-17.06,91.5,12.5,-40,2610,5834,,0.039012346,0.037253608,29,,94.54
459,20,93.59,4.1,-2.83,0.11,1.5,-0.48,0.07,-0.34,10.68,39.22,-17.32,91,12.5,-40,2610,5835,,0.038765432,0.036903093,27,,93.59
460,20,92.75,4.09,-2.82,0.12,1.46,-0.47,0.07,-0.34,10.68,39.2,-17.54,89,11.5,-45,2610,5837,,0.038271605,0.036560825,27,,92.75
461,18,91.86,4.09,-2.82,0.1,1.4,-0.48,0.06,-0.35,10.66,39.22,-17.74,88.5,12,-50,2610,5838,,0.037777778,0.036193814,25,,91.86
462,14,90.87,4.08,-2.82,0.11,1.37,-0.46,0.07,-0.36,10.66,39.22,-17.76,87.5,11.5,-58,2610,5840,,0.037530864,0.035789691,21,,90.87
463,12,90.06,4.08,-2.82,0.12,1.32,-0.46,0.06,-0.36,10.64,39.14,-17.68,86.5,11.5,-60,2610,5841,,0.037037037,0.03545567,19,,90.06
464,8,89.17,4.09,-2.72,0.12,1.3,-0.43,0.06,-0.33,10.64,39.06,-17.58,86,12.5,-65,2610,5842,,0.036296296,0.035084536,15,,89.17
465,6,88.38,4.07,-2.71,0.12,1.26,-0.44,0.08,-0.35,10.62,38.94,-17.5,85.5,12.5,-68,2610,5844,,0.036049383,0.03476701,13,,88.38
466,7,87.48,3.99,-2.72,0.12,1.22,-0.43,0.07,-0.36,10.62,38.84,-17.42,85,12,-70,2610,5845,,0.036049383,0.034428866,14,,87.48
467,4,86.59,4,-2.72,0.12,1.18,-0.42,0.07,-0.36,10.6,38.72,-17.38,83.5,12.5,-70,2610,5847,,0.035061728,0.034057732,11,,86.59
468,1,85.8,3.99,-2.72,0.12,1.15,-0.41,0.06,-0.35,10.58,38.58,-17.3,82.5,12.5,-75,2610,5848,,0.034567901,0.033736082,8,,85.8
469,-2,84.91,3.97,-2.6,0.12,1.1,-0.4,0.07,-0.36,10.56,38.46,-17.22,81.5,14,-75,2610,5850,,0.033333333,0.03337732,5,,84.91
470,-4,84.02,4,-2.61,0.13,1.06,-0.4,0.07,-0.36,10.54,38.3,-17.16,80.5,13.5,-75,2610,5851,,0.03308642,0.032997938,3,,84.02
471,-4,82.83,3.89,-2.62,0.12,1.01,-0.38,0.07,-0.37,10.52,38.12,-17.14,79.5,13.5,-78,2610,5853,,0.032592593,0.032552577,3,,82.83
472,-7,81.55,3.89,-2.6,0.12,0.95,-0.38,0.07,-0.36,10.52,37.98,-15.96,79,13,-78,2610,5855,,0.032592593,0.032024742,0,,81.55
,,,,,,,,,,,,,,,,,,,,,,,
