ステップ,荷重0,変位計1,変位計2,変位計3,変位計4,変位計5,変位計6,変位計7,変位計8,変位計9,変位計10,変位計11,変位計12,変位計13,荷重14,日時,分秒,,,γ1-2,PS1C1,,,AS1C1,,変位計1
464,64.8,30.97,1.04,0.01,-0.05,1.11,-0.1,-0.15,0.32,0,0,0,31.5,4.5,0,1817,402,,0.013333333,0.012342268,64.8,,,,,30.97
465,66,31.75,1.05,-0.01,-0.04,1.15,-0.09,-0.15,0.35,0,0,0,32,4.5,0,1817,404,,0.013580247,0.012659794,66,,,,,31.75
466,67.4,32.62,1.05,0,-0.06,1.19,-0.1,-0.15,0.35,0,0,0,32.5,4.5,0,1817,405,,0.01382716,0.013018557,67.4,,,,,32.62
467,71,33.47,1.04,-0.01,-0.06,1.23,-0.09,-0.15,0.37,0,0,0,33,4.5,0,1817,406,,0.014074074,0.013373196,71,,,,,33.47
468,70.8,34.31,1.15,-0.01,-0.06,1.28,-0.09,-0.15,0.38,0,0,0,34,4.5,0,1817,408,,0.014567901,0.013674227,70.8,,,,,34.31
469,73.8,35.12,1.16,0,-0.06,1.32,-0.09,-0.15,0.41,0,0,0,34.5,4,0,1817,409,,0.015061728,0.014004124,73.8,,,,,35.12
470,73.6,35.89,1.15,0,-0.05,1.36,-0.08,-0.15,0.42,0,0,0,35.5,5,0,1817,411,,0.015061728,0.014325773,73.6,,,,,35.89
471,75.4,36.76,1.14,-0.02,-0.06,1.41,-0.09,-0.16,0.42,0,0,0,36.5,5,0,1817,412,,0.015555556,0.01468866,75.4,,,,,36.76
472,76.2,37.54,1.15,0,-0.06,1.45,-0.09,-0.17,0.45,0,0,0,37,5,0,1817,413,,0.015802469,0.015006186,76.2,,,,,37.54
473,78,38.45,1.16,0.01,-0.06,1.5,-0.09,-0.16,0.47,0,0,0,38,5,0,1817,415,,0.016296296,0.01537732,78,,,,,38.45
474,78.6,39.28,1.27,0,-0.06,1.53,-0.08,-0.16,0.49,0,0,0,38.5,5,0,1817,416,,0.01654321,0.015674227,78.6,,,,,39.28
475,78.6,40.05,1.06,0,-0.05,1.56,-0.08,-0.16,0.5,0,0,0,40,5.5,0,1817,417,,0.017037037,0.016078351,78.6,,,,,40.05
476,76,40.73,1.15,-0.01,-0.05,1.59,-0.07,-0.19,0.51,0,0,0,39.5,5.5,0,1817,655,,0.016790123,0.016321649,76,,,,,40.73
477,77.8,41.14,1.15,-0.02,-0.06,1.58,-0.07,-0.19,0.51,0,0,0,40.5,6,0,1817,657,,0.017037037,0.016490722,77.8,,,,,41.14
478,79.2,42,1.14,-0.02,-0.06,1.62,-0.07,-0.19,0.52,0,0,0,41.5,6,0,1817,658,,0.017530864,0.016849485,79.2,,,,,42
479,80.8,42.77,1.15,0,-0.05,1.67,-0.07,-0.19,0.54,0,0,0,42.5,5.5,0,1817,700,,0.018271605,0.017162887,80.8,,,,,42.77
480,82.2,43.64,1.15,-0.01,-0.06,1.71,-0.07,-0.19,0.55,0,0,0,42.5,5.5,0,1817,701,,0.018271605,0.017521649,82.2,,,,,43.64
481,84.2,44.42,1.17,-0.01,-0.06,1.75,-0.07,-0.19,0.57,0,0,0,44,6,0,1817,702,,0.018765432,0.017835052,84.2,,,,,44.42
482,85,45.29,1.64,-0.01,-0.06,1.8,-0.08,-0.19,0.59,0,0,0,44,6,0,1817,704,,0.018765432,0.018,85,,,,,45.29
483,86.4,46.25,1.26,-0.01,-0.05,1.84,-0.07,-0.19,0.61,0,0,0,45,6,0,1817,705,,0.019259259,0.018552577,86.4,,,,,46.25
484,87.8,47.14,1.26,-0.01,-0.06,1.88,-0.07,-0.2,0.64,0,0,0,46.5,7,0,1817,707,,0.019506173,0.018919588,87.8,,,,,47.14
485,89,47.91,1.25,-0.01,-0.04,1.93,-0.06,-0.21,0.64,0,0,0,47.5,7,0,1817,708,,0.02,0.019241237,89,,,,,47.91
486,91,48.78,1.26,-0.01,-0.05,1.95,-0.07,-0.2,0.67,0,0,0,48,6.5,0,1817,709,,0.020493827,0.019595876,91,,,,,48.78
487,92.4,49.56,1.26,-0.01,-0.06,1.98,-0.07,-0.22,0.67,0,0,0,48.5,6.5,0,1817,711,,0.020740741,0.019917526,92.4,,,,,49.56
488,91.2,50.33,1.16,-0.01,-0.06,2.01,-0.07,-0.22,0.68,0,0,0,50,7,0,1817,712,,0.021234568,0.020276289,91.2,,,,,50.33
489,93.2,51.02,1.17,-0.01,-0.05,2.05,-0.07,-0.22,0.7,0,0,0,50,6.5,0,1817,713,,0.021481481,0.020556701,93.2,,,,,51.02
490,89,51.41,1.18,0,-0.04,2.06,-0.07,-0.24,0.71,0,0,0,49.5,8.5,0,1817,806,,0.020246914,0.020713402,89,,,,,51.41
491,91.8,51.86,1.26,0,-0.05,2.05,-0.08,-0.25,0.72,0,0,0,50.5,7,0,1817,808,,0.021481481,0.020865979,91.8,,,,,51.86
492,95.2,52.77,1.26,-0.01,-0.05,2.11,-0.08,-0.26,0.73,0,0,0,52,6.5,0,1817,809,,0.022469136,0.021241237,95.2,,,,,52.77
493,94.8,53.64,1.26,-0.01,-0.04,2.17,-0.08,-0.25,0.75,0,0,0,52.5,7,0,1817,811,,0.022469136,0.0216,94.8,,,,,53.64
494,97.2,54.52,1.26,0,-0.05,2.2,-0.08,-0.25,0.77,0,0,0,53.5,6.5,0,1817,812,,0.023209877,0.021962887,97.2,,,,,54.52
495,98.8,55.3,1.26,-0.01,-0.06,2.23,-0.08,-0.29,0.79,0,0,0,54.5,7,0,1817,814,,0.02345679,0.022284536,98.8,,,,,55.3
496,100.2,56.08,1.26,-0.32,-0.03,2.28,-0.08,-0.29,0.79,0,0,0,54.5,7.5,0,1817,815,,0.023209877,0.022606186,100.2,,,,,56.08
497,98.2,56.37,1.41,0.01,-0.03,2.28,-0.07,-0.3,0.81,0,0,0,54.5,7,0,1817,843,,0.02345679,0.022663918,98.2,,,,,56.37
498,94.6,56.09,1.41,0.02,-0.04,2.28,-0.08,-0.31,0.81,0,0,0,54,7,0,1817,844,,0.023209877,0.022548454,94.6,,,,,56.09
499,90.8,55.3,1.37,0,-0.03,2.28,-0.08,-0.3,0.81,0,0,0,54,7,0,1817,846,,0.023209877,0.022239175,90.8,,,,,55.3
500,88.4,54.52,1.28,0.01,-0.04,2.27,-0.08,-0.29,0.79,0,0,0,52.5,6.5,0,1817,847,,0.022716049,0.021954639,88.4,,,,,54.52
501,86,53.7,1.28,0,-0.03,2.26,-0.08,-0.29,0.78,0,0,0,52.5,6.5,0,1817,848,,0.022716049,0.021616495,86,,,,,53.7
502,84.2,52.86,1.32,0.02,-0.03,2.23,-0.08,-0.29,0.76,0,0,0,51,5.5,0,1817,850,,0.022469136,0.021253608,84.2,,,,,52.86
503,82,52.09,1.33,0.01,-0.02,2.2,-0.08,-0.29,0.74,0,0,0,50,5.5,0,1817,851,,0.021975309,0.020931959,82,,,,,52.09
504,78.6,51.3,1.31,0.01,-0.02,2.16,-0.09,-0.29,0.72,0,0,0,49.5,5.5,0,1817,852,,0.021728395,0.020614433,78.6,,,,,51.3
505,77.8,50.53,1.3,0.01,-0.04,2.13,-0.09,-0.28,0.71,0,0,0,49,5.5,0,1817,854,,0.021481481,0.020301031,77.8,,,,,50.53
506,76.4,49.74,1.3,0.02,-0.04,2.08,-0.09,-0.28,0.7,0,0,0,48,5.5,0,1817,855,,0.020987654,0.019975258,76.4,,,,,49.74
507,73.6,48.87,1.3,0.02,-0.04,2.04,-0.09,-0.28,0.68,0,0,0,47,5.5,0,1817,856,,0.020493827,0.019616495,73.6,,,,,48.87
508,72.2,48.05,1.29,0,-0.02,2,-0.1,-0.28,0.66,0,0,0,46.5,5,0,1817,858,,0.020493827,0.019282474,72.2,,,,,48.05
509,70,47.23,1.26,0.02,-0.03,1.95,-0.1,-0.27,0.64,0,0,0,45,5,0,1817,859,,0.019753086,0.018956701,70,,,,,47.23
510,68.6,46.36,1.23,0.02,-0.03,1.92,-0.09,-0.27,0.63,0,0,0,45,5,0,1817,900,,0.019753086,0.018610309,68.6,,,,,46.36
511,66.4,45.58,1.2,0,-0.02,1.88,-0.1,-0.26,0.61,0,0,0,44,4.5,0,1817,902,,0.019506173,0.018301031,66.4,,,,,45.58
512,65.2,44.8,1.22,0.01,-0.02,1.83,-0.11,-0.26,0.59,0,0,0,43.5,4.5,0,1817,903,,0.019259259,0.017971134,65.2,,,,,44.8
513,63.6,43.82,1.2,0.02,-0.03,1.79,-0.11,-0.26,0.57,0,0,0,42,5,0,1817,905,,0.018271605,0.017575258,63.6,,,,,43.82
514,61.8,43.06,1.17,0.01,-0.04,1.74,-0.12,-0.26,0.55,0,0,0,41,4.5,0,1817,906,,0.018024691,0.017274227,61.8,,,,,43.06
515,60.2,42.27,1.16,-0.01,-0.02,1.69,-0.12,-0.27,0.53,0,0,0,40.5,4,0,1817,907,,0.018024691,0.016952577,60.2,,,,,42.27
516,59,41.4,1.2,0.02,-0.03,1.64,-0.12,-0.25,0.51,0,0,0,40,4.5,0,1817,908,,0.017530864,0.01657732,59,,,,,41.4
517,57.8,40.64,1.11,0.01,-0.03,1.6,-0.12,-0.24,0.5,0,0,0,39,4,0,1817,910,,0.017283951,0.016301031,57.8,,,,,40.64
518,55.8,39.86,1.06,0,-0.03,1.55,-0.12,-0.24,0.49,0,0,0,38,3.5,0,1817,911,,0.017037037,0.016,55.8,,,,,39.86
519,53.8,38.99,1.05,0.01,-0.05,1.5,-0.13,-0.25,0.47,0,0,0,37.5,3.5,0,1817,912,,0.016790123,0.015645361,53.8,,,,,38.99
520,52.2,38.22,1.06,0,-0.02,1.46,-0.13,-0.25,0.45,0,0,0,36.5,3.5,0,1817,914,,0.016296296,0.015323711,52.2,,,,,38.22
521,51.4,37.44,1.06,0,-0.04,1.41,-0.14,-0.24,0.43,0,0,0,36,4,0,1817,915,,0.015802469,0.015002062,51.4,,,,,37.44
522,49.4,36.57,1.06,-0.01,-0.04,1.35,-0.14,-0.23,0.42,0,0,0,35,3.5,0,1817,916,,0.015555556,0.014643299,49.4,,,,,36.57
523,47.4,35.72,1.08,0.01,-0.04,1.31,-0.14,-0.24,0.4,0,0,0,33.5,3,0,1817,918,,0.015061728,0.014284536,47.4,,,,,35.72
524,46,34.93,1.09,0.02,-0.02,1.27,-0.14,-0.22,0.38,0,0,0,33.5,3.5,0,1817,919,,0.014814815,0.013954639,46,,,,,34.93
525,44,34.06,1.02,-0.01,-0.02,1.23,-0.15,-0.23,0.36,0,0,0,33,3.5,0,1817,921,,0.014567901,0.013624742,44,,,,,34.06
526,43.8,33.18,0.96,0,-0.03,1.17,-0.14,-0.22,0.36,0,0,0,32,3,0,1817,922,,0.014320988,0.013286598,43.8,,,,,33.18
527,41.8,32.41,0.98,0.01,-0.03,1.13,-0.15,-0.21,0.33,0,0,0,31,3,0,1817,923,,0.01382716,0.012960825,41.8,,,,,32.41
528,39.6,31.45,0.96,0.01,-0.04,1.08,-0.16,-0.22,0.32,0,0,0,30.5,3,0,1817,925,,0.013580247,0.012573196,39.6,,,,,31.45
529,37.6,30.58,0.96,0.02,-0.03,1.03,-0.16,-0.22,0.3,0,0,0,29,3,0,1817,926,,0.012839506,0.012214433,37.6,,,,,30.58
530,37.2,29.82,0.96,0.01,-0.03,0.99,-0.16,-0.22,0.29,0,0,0,28.5,2.5,0,1817,928,,0.012839506,0.011901031,37.2,,,,,29.82
531,34.4,28.94,0.98,0.01,-0.03,0.94,-0.16,-0.21,0.27,0,0,0,27.5,3,0,1817,929,,0.012098765,0.011529897,34.4,,,,,28.94
532,33.2,28.08,0.96,0.02,-0.04,0.88,-0.17,-0.21,0.25,0,0,0,27,2.5,0,1817,930,,0.012098765,0.011183505,33.2,,,,,28.08
533,32,27.31,0.86,0.01,-0.03,0.85,-0.16,-0.21,0.24,0,0,0,26,2.5,0,1817,932,,0.011604938,0.010907216,32,,,,,27.31
534,31.4,26.42,0.88,0.02,-0.04,0.79,-0.16,-0.2,0.23,0,0,0,25,2,0,1817,933,,0.011358025,0.010531959,31.4,,,,,26.42
535,29.6,25.57,0.85,0.01,-0.04,0.74,-0.17,-0.2,0.2,0,0,0,24,2,0,1817,934,,0.010864198,0.010193814,29.6,,,,,25.57
536,28.4,24.69,0.87,0.01,-0.04,0.69,-0.18,-0.21,0.19,0,0,0,23,2,0,1817,936,,0.01037037,0.00982268,28.4,,,,,24.69
537,27,23.93,0.86,0.01,-0.04,0.65,-0.16,-0.2,0.18,0,0,0,22,2,0,1817,937,,0.009876543,0.009513402,27,,,,,23.93
538,25.2,23.05,0.79,0.01,-0.03,0.61,-0.18,-0.2,0.16,0,0,0,21.5,2,0,1817,938,,0.00962963,0.009179381,25.2,,,,,23.05
539,23.2,22.21,0.77,0,-0.04,0.56,-0.18,-0.2,0.15,0,0,0,21.5,2,0,1817,940,,0.00962963,0.008841237,23.2,,,,,22.21
540,21.6,21.41,0.76,0.02,-0.03,0.52,-0.18,-0.2,0.13,0,0,0,20,2,0,1817,941,,0.008888889,0.008515464,21.6,,,,,21.41
541,20.6,20.66,0.77,0.02,-0.03,0.47,-0.18,-0.19,0.11,0,0,0,19.5,1.5,0,1817,942,,0.008888889,0.008202062,20.6,,,,,20.66
542,18.8,19.87,0.77,0.02,-0.03,0.44,-0.19,-0.19,0.1,0,0,0,19,1.5,0,1817,944,,0.008641975,0.007876289,18.8,,,,,19.87
543,17.8,19.01,0.76,0,-0.03,0.38,-0.19,-0.19,0.09,0,0,0,18,1,0,1817,945,,0.008395062,0.007525773,17.8,,,,,19.01
544,17.4,18.24,0.64,0,-0.02,0.33,-0.19,-0.19,0.08,0,0,0,17.5,1,0,1817,946,,0.008148148,0.007257732,17.4,,,,,18.24
545,15.8,17.38,0.64,0,-0.03,0.29,-0.19,-0.19,0.08,0,0,0,17,1.5,0,1817,948,,0.007654321,0.006903093,15.8,,,,,17.38
546,13.8,16.61,0.67,0.02,-0.03,0.25,-0.19,-0.19,0.05,0,0,0,15.5,1,0,1817,949,,0.007160494,0.006573196,13.8,,,,,16.61
547,11.6,15.75,0.67,0,-0.04,0.22,-0.21,-0.19,0.05,0,0,0,15,0.5,0,1817,950,,0.007160494,0.006218557,11.6,,,,,15.75
548,10.6,14.98,0.66,0.01,-0.03,0.19,-0.19,-0.17,0.04,0,0,0,14.5,1,0,1817,952,,0.006666667,0.005905155,10.6,,,,,14.98
549,10.4,14.11,0.6,-0.01,-0.01,0.18,-0.19,-0.17,0.03,0,0,0,13,1,0,1817,953,,0.005925926,0.005571134,10.4,,,,,14.11
550,7.6,13.35,0.52,0,-0.04,0.16,-0.19,-0.14,0.01,0,0,0,12.5,0.5,0,1817,954,,0.005925926,0.005290722,7.6,,,,,13.35
551,6.2,12.52,0.53,0.01,-0.04,0.14,-0.19,-0.14,0.01,0,0,0,11.5,1.5,0,1817,956,,0.004938272,0.00494433,6.2,,,,,12.52
552,4.8,11.76,0.55,0.01,-0.04,0.13,-0.2,-0.12,0.01,0,0,0,10.5,0.5,0,1817,957,,0.004938272,0.00462268,4.8,,,,,11.76
553,3.2,10.95,0.54,0,-0.04,0.12,-0.19,-0.13,0,0,0,0,9.5,0,0,1817,958,,0.004691358,0.004292784,3.2,,,,,10.95
554,1.8,10.08,0.53,0,-0.03,0.12,-0.19,-0.11,0,0,0,0,9.5,0,0,1817,1000,,0.004691358,0.003938144,1.8,,,,,10.08
555,0.8,9.41,0.56,0.01,-0.04,0.12,-0.2,-0.11,-0.01,0,0,0,8.5,0.5,0,1817,1001,,0.003950617,0.003649485,0.8,,,,,9.41
556,1.6,9.31,0.52,0,-0.04,0.12,-0.2,-0.11,-0.01,0,0,0,8.5,0.5,0,1817,1009,,0.003950617,0.003624742,1.6,,,,,9.31
557,2.2,9.31,0.48,0,-0.05,0.12,-0.2,-0.11,-0.02,0,0,0,8.5,0.5,0,1817,1026,,0.003950617,0.003641237,2.2,,,,,9.31
558,4.4,9.7,0.46,0,-0.05,0.12,-0.2,-0.11,-0.02,0,0,0,10,1.5,0,1817,1027,,0.004197531,0.003810309,4.4,,,,,9.7
559,6.8,10.46,0.51,0,-0.05,0.1,-0.2,-0.11,-0.02,0,0,0,11,1.5,0,1817,1029,,0.004691358,0.004103093,6.8,,,,,10.46
560,9,11.33,0.52,0,-0.05,0.11,-0.2,-0.11,-0.03,0,0,0,11.5,1.5,0,1817,1030,,0.004938272,0.004457732,9,,,,,11.33
561,10.4,12.1,0.51,0,-0.05,0.11,-0.2,-0.12,-0.02,0,0,0,12.5,1.5,0,1817,1031,,0.005432099,0.004779381,10.4,,,,,12.1
562,13.2,12.96,0.51,-0.01,-0.06,0.12,-0.2,-0.12,-0.02,0,0,0,13,1.5,0,1817,1033,,0.005679012,0.005134021,13.2,,,,,12.96
563,15.2,13.83,0.52,0,-0.05,0.11,-0.2,-0.13,0,0,0,0,14.5,2,0,1817,1034,,0.00617284,0.00548866,15.2,,,,,13.83
564,16.6,14.59,0.51,0,-0.05,0.11,-0.19,-0.13,0.01,0,0,0,14.5,2,0,1817,1035,,0.00617284,0.005806186,16.6,,,,,14.59
565,18.6,15.45,0.61,-0.01,-0.07,0.12,-0.2,-0.15,0.02,0,0,0,16,2,0,1817,1037,,0.00691358,0.006119588,18.6,,,,,15.45
566,20.6,16.22,0.62,-0.01,-0.06,0.16,-0.19,-0.15,0.03,0,0,0,16,2,0,1817,1038,,0.00691358,0.00643299,20.6,,,,,16.22
567,22.2,17.03,0.61,-0.01,-0.05,0.19,-0.19,-0.16,0.04,0,0,0,16.5,2,0,1817,1039,,0.007160494,0.006771134,22.2,,,,,17.03
568,24.2,17.87,0.62,-0.02,-0.06,0.22,-0.19,-0.17,0.06,0,0,0,18,2.5,0,1817,1041,,0.007654321,0.007113402,24.2,,,,,17.87
569,26,18.64,0.64,-0.01,-0.05,0.26,-0.18,-0.16,0.07,0,0,0,18.5,2,0,1817,1042,,0.008148148,0.00742268,26,,,,,18.64
570,27.4,19.51,0.72,-0.01,-0.06,0.31,-0.18,-0.16,0.08,0,0,0,19.5,2.5,0,1817,1043,,0.008395062,0.007748454,27.4,,,,,19.51
571,28.6,20.27,0.72,-0.01,-0.06,0.35,-0.16,-0.16,0.09,0,0,0,20.5,2.5,0,1817,1045,,0.008888889,0.008061856,28.6,,,,,20.27
572,30.2,21.04,0.72,-0.02,-0.05,0.39,-0.17,-0.17,0.11,0,0,0,21,3,0,1817,1046,,0.008888889,0.008379381,30.2,,,,,21.04
573,32.6,21.8,0.72,-0.01,-0.05,0.44,-0.17,-0.17,0.13,0,0,0,21.5,2.5,0,1817,1047,,0.009382716,0.008692784,32.6,,,,,21.8
574,33.8,22.68,0.72,-0.01,-0.03,0.49,-0.17,-0.17,0.14,0,0,0,22.5,3,0,1817,1049,,0.00962963,0.00905567,33.8,,,,,22.68
575,35.6,23.44,0.78,-0.02,-0.05,0.53,-0.17,-0.18,0.16,0,0,0,23,3,0,1817,1050,,0.009876543,0.00934433,35.6,,,,,23.44
576,37.2,24.25,0.85,0.01,-0.05,0.57,-0.16,-0.17,0.17,0,0,0,23.5,3,0,1817,1051,,0.010123457,0.009649485,37.2,,,,,24.25
577,38,25.08,0.84,0.01,-0.03,0.63,-0.16,-0.17,0.19,0,0,0,24.5,3,0,1817,1053,,0.010617284,0.009995876,38,,,,,25.08
578,40.2,25.86,0.85,0,-0.04,0.67,-0.15,-0.17,0.21,0,0,0,25.5,3,0,1817,1054,,0.011111111,0.010313402,40.2,,,,,25.86
579,42.2,26.72,0.82,0,-0.04,0.72,-0.15,-0.18,0.23,0,0,0,26.5,3.5,0,1817,1055,,0.011358025,0.010680412,42.2,,,,,26.72
580,43,27.58,0.85,0.01,-0.05,0.76,-0.15,-0.18,0.24,0,0,0,26.5,3,0,1817,1057,,0.011604938,0.01102268,43,,,,,27.58
581,44.6,28.36,0.88,0.01,-0.04,0.81,-0.15,-0.18,0.25,0,0,0,27.5,3.5,0,1817,1058,,0.011851852,0.011331959,44.6,,,,,28.36
582,46.6,29.23,0.92,0,-0.04,0.84,-0.14,-0.18,0.28,0,0,0,28.5,3,0,1817,1059,,0.012592593,0.011674227,46.6,,,,,29.23
583,48,30.1,0.96,0,-0.06,0.89,-0.15,-0.19,0.29,0,0,0,30,3.5,0,1817,1101,,0.01308642,0.012016495,48,,,,,30.1
584,50.2,30.87,0.96,0.01,-0.05,0.94,-0.14,-0.19,0.29,0,0,0,30,3.5,0,1817,1102,,0.01308642,0.012334021,50.2,,,,,30.87
585,51.6,31.74,0.96,0.01,-0.05,0.99,-0.14,-0.2,0.3,0,0,0,31,4,0,1817,1103,,0.013333333,0.012692784,51.6,,,,,31.74
586,53,32.51,0.96,0.01,-0.05,1.03,-0.13,-0.2,0.33,0,0,0,31.5,4,0,1817,1105,,0.013580247,0.013010309,53,,,,,32.51
587,54.8,33.28,0.96,0.01,-0.04,1.07,-0.14,-0.2,0.35,0,0,0,32.5,4,0,1817,1106,,0.014074074,0.013327835,54.8,,,,,33.28
588,56,34.16,1.08,0.01,-0.04,1.12,-0.13,-0.21,0.37,0,0,0,33.5,4,0,1817,1107,,0.014567901,0.013641237,56,,,,,34.16
589,58.4,34.91,1.07,0.02,-0.05,1.16,-0.15,-0.21,0.37,0,0,0,34.5,4,0,1817,1109,,0.015061728,0.013954639,58.4,,,,,34.91
590,59.6,35.79,1.08,0,-0.03,1.2,-0.13,-0.21,0.39,0,0,0,35,4,0,1817,1110,,0.015308642,0.014313402,59.6,,,,,35.79
591,60.4,36.56,1.08,0.01,-0.05,1.24,-0.12,-0.22,0.41,0,0,0,35.5,4,0,1817,1111,,0.015555556,0.014630928,60.4,,,,,36.56
592,62.2,37.35,1.07,0.01,-0.05,1.28,-0.13,-0.22,0.43,0,0,0,36,4.5,0,1817,1113,,0.015555556,0.014960825,62.2,,,,,37.35
593,63.4,38.21,1.06,0.01,-0.05,1.33,-0.12,-0.22,0.45,0,0,0,37,4.5,0,1817,1114,,0.016049383,0.015319588,63.4,,,,,38.21
594,65.8,39.01,1.07,0.02,-0.02,1.37,-0.12,-0.23,0.45,0,0,0,38,5,0,1817,1115,,0.016296296,0.015645361,65.8,,,,,39.01
595,66.6,39.86,1.17,0,-0.05,1.4,-0.11,-0.23,0.46,0,0,0,39,5,0,1817,1117,,0.016790123,0.015954639,66.6,,,,,39.86
596,69.2,40.73,1.18,0,-0.05,1.47,-0.11,-0.23,0.49,0,0,0,39.5,5,0,1817,1118,,0.017037037,0.016309278,69.2,,,,,40.73
597,70.4,41.8,1.18,0.01,-0.05,1.53,-0.11,-0.24,0.52,0,0,0,41,5,0,1817,1120,,0.017777778,0.016750515,70.4,,,,,41.8
598,72.2,42.66,1.17,-0.01,-0.05,1.57,-0.11,-0.24,0.53,0,0,0,41,5.5,0,1817,1121,,0.017530864,0.017109278,72.2,,,,,42.66
599,73.6,43.43,1.18,0.01,-0.05,1.61,-0.12,-0.25,0.54,0,0,0,42,5,0,1817,1123,,0.018271605,0.01742268,73.6,,,,,43.43
600,75.6,44.32,1.17,0.01,-0.05,1.66,-0.11,-0.25,0.55,0,0,0,42.5,5,0,1817,1124,,0.018518519,0.017793814,75.6,,,,,44.32
601,77.6,45.09,1.23,0.01,-0.04,1.7,-0.11,-0.25,0.57,0,0,0,44.5,6,0,1817,1126,,0.019012346,0.018086598,77.6,,,,,45.09
602,78.6,45.97,1.28,0,-0.04,1.74,-0.1,-0.25,0.58,0,0,0,44.5,6.5,0,1817,1127,,0.018765432,0.018428866,78.6,,,,,45.97
603,79.2,46.79,1.28,0,-0.04,1.79,-0.1,-0.26,0.61,0,0,0,46.5,6,0,1817,1128,,0.02,0.01876701,79.2,,,,,46.79
604,80.6,47.61,1.28,0.01,-0.04,1.83,-0.1,-0.26,0.62,0,0,0,46,5.5,0,1817,1130,,0.02,0.019105155,80.6,,,,,47.61
605,83.8,48.49,1.28,0,-0.05,1.87,-0.1,-0.28,0.63,0,0,0,47.5,6,0,1817,1131,,0.020493827,0.019468041,83.8,,,,,48.49
606,84.8,49.27,1.28,0.01,-0.05,1.91,-0.09,-0.27,0.66,0,0,0,48,6,0,1817,1132,,0.020740741,0.019789691,84.8,,,,,49.27
607,86.4,50.04,1.28,0,-0.04,1.95,-0.09,-0.28,0.68,0,0,0,49.5,6,0,1817,1134,,0.021481481,0.020107216,86.4,,,,,50.04
608,87.6,50.83,1.39,0,-0.05,1.99,-0.09,-0.28,0.69,0,0,0,50,6,0,1817,1135,,0.021728395,0.020387629,87.6,,,,,50.83
609,87.4,51.69,1.39,0,-0.04,2.03,-0.09,-0.29,0.71,0,0,0,50.5,6.5,0,1817,1136,,0.021728395,0.020742268,87.4,,,,,51.69
610,92,52.57,1.4,0,-0.04,2.08,-0.1,-0.29,0.72,0,0,0,51,6.5,0,1817,1138,,0.021975309,0.021101031,92,,,,,52.57
611,92.2,53.35,1.37,0,-0.06,2.12,-0.09,-0.29,0.73,0,0,0,52,6.5,0,1817,1139,,0.022469136,0.021435052,92.2,,,,,53.35
612,93.8,54.23,1.38,0,-0.04,2.16,-0.09,-0.3,0.74,0,0,0,54,7,0,1817,1141,,0.023209877,0.021793814,93.8,,,,,54.23
613,95.2,55,1.37,0,-0.05,2.21,-0.09,-0.3,0.76,0,0,0,54,7.5,0,1817,1142,,0.022962963,0.022115464,95.2,,,,,55
614,97.8,55.87,1.4,0,-0.05,2.25,-0.06,-0.3,0.79,0,0,0,55,7,0,1817,1143,,0.023703704,0.022461856,97.8,,,,,55.87
615,98.6,56.66,1.49,0.01,-0.07,2.28,-0.06,-0.31,0.8,0,0,0,55,7.5,0,1817,1145,,0.02345679,0.022750515,98.6,,,,,56.66
616,101,57.54,1.48,0,-0.04,2.33,-0.06,-0.31,0.82,0,0,0,56,6.5,0,1817,1146,,0.024444444,0.023117526,101,,,,,57.54
617,102.4,58.34,1.5,0,-0.04,2.38,-0.06,-0.31,0.84,0,0,0,57,7,0,1817,1148,,0.024691358,0.023439175,102.4,,,,,58.34
618,103.2,59.3,1.49,0.01,-0.05,2.42,-0.06,-0.3,0.85,0,0,0,58,7.5,0,1817,1149,,0.024938272,0.023839175,103.2,,,,,59.3
619,104.8,60.29,1.5,0,-0.05,2.45,-0.06,-0.31,0.88,0,0,0,59,8,0,1817,1151,,0.025185185,0.024243299,104.8,,,,,60.29
620,106,61.35,1.48,0.01,-0.04,2.5,-0.07,-0.33,0.88,0,0,0,60,8,0,1817,1152,,0.025679012,0.02468866,106,,,,,61.35
621,107.2,62.44,1.44,0.01,-0.05,2.56,-0.07,-0.33,0.93,0,0,0,61.5,7.5,0,1817,1154,,0.026666667,0.025154639,107.2,,,,,62.44
622,109,63.5,1.44,0.02,-0.03,2.59,-0.07,-0.35,0.94,0,0,0,62,8,0,1817,1156,,0.026666667,0.025591753,109,,,,,63.5
623,108.8,64.28,1.4,0.01,-0.05,2.64,-0.07,-0.35,0.95,0,0,0,63,8.5,0,1817,1157,,0.02691358,0.025929897,108.8,,,,,64.28
624,109.6,65.16,1.4,0.01,-0.05,2.67,-0.07,-0.36,0.97,0,0,0,64,9,0,1817,1159,,0.027160494,0.026292784,109.6,,,,,65.16
625,112.2,66.04,1.49,0.01,-0.06,2.71,-0.07,-0.37,0.98,0,0,0,65,9,0,1817,1200,,0.027654321,0.026618557,112.2,,,,,66.04
626,112.2,66.93,1.49,0.01,-0.05,2.76,-0.07,-0.38,1,0,0,0,65.5,8.5,0,1817,1202,,0.028148148,0.026985567,112.2,,,,,66.93
627,113.6,67.71,1.49,0.01,-0.05,2.79,-0.07,-0.38,1.01,0,0,0,66,8.5,0,1817,1203,,0.028395062,0.027307216,113.6,,,,,67.71
628,115.4,68.6,1.51,0.01,-0.03,2.83,-0.07,-0.38,1.04,0,0,0,67,9,0,1817,1204,,0.028641975,0.027665979,115.4,,,,,68.6
