#CTIME	DISP1	GAMMA1	VEL1	FORCE1	FORCETRI1	FORCESLIP1	ENERGY1	DISP2	GAMMA2	VEL2	FORCE2	FORCETRI2	FORCESLIP2	ENERGY2
11.06	5.716	0.020785	-2.2401	-1.4519	-2.588	0	405.32	4.097	0.016388	-5.9475	-0.85581	-1.512	0	207.1
11.08	5.6842	0.02067	-1.0178	-1.4722	-2.6445	0	405.32	3.9878	0.015951	-4.9667	-0.90192	-1.644	0	207.2
11.1	5.6714	0.020623	-0.37476	-1.4804	-2.6673	0	405.32	3.8986	0.015595	-3.9431	-0.93956	-1.7518	0	207.28
11.12	5.6649	0.0206	-0.36849	-1.4845	-2.6787	0	405.32	3.83	0.01532	-2.9285	-0.96858	-1.8348	0	207.35
11.14	5.6533	0.020557	-0.86884	-1.4918	-2.699	0	405.32	3.7811	0.015124	-1.9732	-0.98927	-1.894	0	207.39
11.16	5.6279	0.020465	-1.7102	-1.5077	-2.7435	0	405.32	3.7504	0.015002	-1.1193	-1.0023	-1.9313	0	207.42
11.18	5.5837	0.020304	-2.7364	-1.5355	-2.8212	0	405.32	3.7354	0.014942	-0.39767	-1.0087	-1.9495	0	207.44
11.2	5.5179	0.020065	-3.8496	-1.577	-2.9368	0	405.32	3.7335	0.014934	0.17368	-1.012	-1.9582	0	207.44
11.22	5.4305	0.019747	-4.8358	-1.6321	-3.0905	0	405.32	3.7412	0.014965	0.56475	-0.98664	-1.8936	0	207.44
11.24	5.3275	0.019373	-5.3708	-1.6972	-3.2721	0	405.32	3.7546	0.015018	0.74017	-0.9423	-1.7807	0	207.44
11.26	5.2197	0.018981	-5.3055	-1.7654	-3.4622	0	405.32	3.7695	0.015078	0.72011	-0.89291	-1.6549	0	207.44
11.28	5.119	0.018615	-4.6727	-1.8292	-3.6399	0	405.32	3.7825	0.01513	0.55956	-0.84978	-1.5451	0	207.44
11.3	5.0367	0.018315	-3.4573	-1.8814	-3.7856	0	405.32	3.7914	0.015166	0.33331	-0.81989	-1.469	0	207.44
11.32	4.9849	0.018127	-1.6234	-1.9145	-3.8776	0	405.32	3.7959	0.015184	0.12829	-0.8048	-1.4306	0	207.44
11.34	4.9746	0.018089	0.64169	-1.9185	-3.8895	0	405.32	3.7972	0.015189	0.023585	-0.80041	-1.4194	0	207.44
11.36	5.0116	0.018224	3.0632	-1.7409	-3.4388	0	405.32	3.7982	0.015193	0.12851	-0.79713	-1.4111	0	207.44
11.38	5.0969	0.018534	5.4478	-1.3283	-2.3919	0	405.32	3.805	0.01522	0.61905	-0.77518	-1.3552	0	207.44
11.4	5.2269	0.019007	7.4452	-0.69767	-0.79155	0	405.32	3.8263	0.015305	1.5916	-0.70523	-1.177	0	207.44
11.42	5.3894	0.019598	8.6589	0.091863	1.2119	0	405.32	3.8716	0.015486	3.0057	-0.55579	-0.79648	0	207.44
11.44	5.5668	0.020243	8.9169	0.87719	3.2076	0	405.32	3.9482	0.015793	4.6736	-0.30282	-0.1523	0	207.44
11.46	5.7421	0.02088	8.5357	0.9881	3.5168	0	405.32	4.0553	0.016221	5.8964	0.051495	0.74988	0	207.44
11.48	5.906	0.021476	7.8051	1.0919	3.806	0	405.32	4.1782	0.016713	6.2429	0.45879	1.7869	0	207.44
11.5	6.0528	0.02201	6.826	1.1848	4.0653	0	405.32	4.2993	0.017197	5.7733	0.73611	2.4988	0	207.44
11.52	6.176	0.022458	5.4262	1.263	4.2831	0	405.32	4.4083	0.017633	5.1093	0.78205	2.6303	0	207.48
11.54	6.2676	0.022791	3.7007	1.3212	4.4453	0	405.32	4.5033	0.018013	4.3854	0.82217	2.7452	0	207.56
11.56	6.3237	0.022995	1.9153	1.3569	4.5448	0	405.32	4.5832	0.018333	3.589	0.85589	2.8417	0	207.62
11.58	6.3447	0.023072	0.20517	1.3705	4.5826	0	405.32	4.6464	0.018586	2.722	0.8826	2.9182	0	207.68
11.6	6.3316	0.023024	-1.544	1.3081	4.4241	0	405.32	4.6916	0.018766	1.7734	0.90171	2.9729	0	207.72
11.62	6.2831	0.022848	-3.2786	1.074	3.83	0	405.32	4.7161	0.018864	0.63656	0.91215	3.0027	0	207.74
11.64	6.203	0.022556	-4.6296	0.68561	2.8446	0	405.32	4.715	0.01886	-0.79318	0.90339	2.9807	0	207.74
11.66	6.1018	0.022188	-5.3967	0.1941	1.5973	0	405.32	4.6828	0.018731	-2.4519	0.79761	2.7113	0	207.74
11.68	5.99	0.021782	-5.7303	-0.34947	0.21803	0	405.32	4.6169	0.018467	-4.1246	0.58009	2.1574	0	207.74
11.7	5.8742	0.021361	-5.8183	-0.9127	-1.2111	0	405.32	4.5192	0.018077	-5.5865	0.25729	1.3354	0	207.74
11.72	5.7584	0.02094	-5.736	-1.4246	-2.5119	0	405.32	4.3961	0.017584	-6.6443	-0.15033	0.2975	0	207.74
11.74	5.644	0.020524	-5.7504	-1.497	-2.7137	0	405.42	4.259	0.017036	-6.9053	-0.60492	-0.85996	0	207.74
11.76	5.5278	0.020101	-5.838	-1.5705	-2.9187	0	405.6	4.1256	0.016502	-6.3676	-0.84372	-1.4774	0	207.78
11.78	5.413	0.019684	-5.5724	-1.6431	-3.1212	0	405.79	4.0045	0.016018	-5.744	-0.8948	-1.6236	0	207.88
11.8	5.3071	0.019298	-4.9791	-1.7102	-3.3082	0	405.96	3.8959	0.015584	-5.1127	-0.94061	-1.7548	0	207.98
11.82	5.2162	0.018968	-4.0324	-1.7678	-3.4689	0	406.12	3.8001	0.0152	-4.4612	-0.98102	-1.8705	0	208.07
11.84	5.1491	0.018724	-2.5896	-1.8105	-3.5877	0	406.24	3.7177	0.014871	-3.7663	-1.0158	-1.97	0	208.15
11.86	5.1143	0.018598	-0.88063	-1.8327	-3.6495	0	406.31	3.6499	0.0146	-3.0033	-1.0444	-2.052	0	208.22
11.88	5.1137	0.018595	0.80177	-1.8222	-3.6235	0	406.31	3.5981	0.014392	-2.1672	-1.0663	-2.1147	0	208.28
11.9	5.1461	0.018713	2.4382	-1.6659	-3.2269	0	406.31	3.5641	0.014256	-1.1984	-1.0807	-2.156	0	208.32
11.92	5.2096	0.018944	3.8357	-1.3585	-2.4468	0	406.31	3.5518	0.014207	0.013238	-1.0861	-2.1711	0	208.33
11.94	5.2963	0.019259	4.748	-0.93765	-1.3789	0	406.31	3.5665	0.014266	1.4954	-1.0387	-2.0505	0	208.33
11.96	5.3972	0.019626	5.3104	-0.4473	-0.13459	0	406.31	3.6124	0.01445	3.0955	-0.88765	-1.6658	0	208.33
11.98	5.5079	0.020029	5.7487	0.090806	1.2308	0	406.31	3.6898	0.014759	4.6165	-0.63198	-1.0148	0	208.33
12	5.6268	0.020461	6.1321	0.66888	2.6977	0	406.31	3.7954	0.015181	5.8864	-0.28276	-0.12556	0	208.33
12.02	5.753	0.02092	6.5315	0.9953	3.5368	0	406.31	3.9225	0.01569	6.7057	0.13817	0.94621	0	208.33
12.04	5.8903	0.021419	7.2359	1.082	3.7785	0	406.31	4.0576	0.01623	6.6626	0.58639	2.0875	0	208.33
12.06	6.0433	0.021976	8.0468	1.1787	4.0481	0	406.44	4.1855	0.016742	6.1311	0.68811	2.3614	0	208.33
12.08	6.2117	0.022588	8.7952	1.2851	4.3449	0	406.65	4.3034	0.017213	5.6709	0.73782	2.5037	0	208.37
12.1	6.3942	0.023252	9.4074	1.4004	4.6665	0	406.9	4.4129	0.017652	5.2937	0.78398	2.6359	0	208.46
12.12	6.5853	0.023947	9.6143	1.5213	5.0035	0	407.18	4.5156	0.018062	4.9902	0.82729	2.7599	0	208.54
12.14	6.7755	0.024638	9.3398	1.6417	5.3391	0	407.48	4.6128	0.018451	4.7338	0.86825	2.8772	0	208.62
12.16	6.9566	0.025297	8.7285	1.7563	5.6587	0	407.78	4.7051	0.01882	4.4983	0.90716	2.9886	0	208.7
12.18	7.1228	0.025901	7.8368	1.8616	5.9521	0	408.09	4.7927	0.019171	4.2621	0.94409	3.0943	0	208.78
12.2	7.2674	0.026427	6.5353	1.9532	6.2075	0	408.36	4.8754	0.019502	3.9997	0.97895	3.1941	0	208.86
12.22	7.3807	0.026839	4.7124	2.0252	6.4081	0	408.59	4.9523	0.019809	3.675	1.0114	3.2869	0	208.94
12.24	7.4529	0.027102	2.4498	2.0712	6.5362	0	408.73	5.0217	0.020087	3.2497	1.0407	3.3708	0	209.01
12.26	7.4773	0.02719	-0.030636	2.0895	6.5866	0	408.79	5.0814	0.020326	2.6948	1.0659	3.4429	0	209.07
12.28	7.4518	0.027098	-2.4829	1.9682	6.2787	0	408.79	5.1284	0.020514	1.9655	1.0857	3.4998	0	209.12
12.3	7.3801	0.026837	-4.6223	1.6211	5.3977	0	408.79	5.1578	0.020631	0.9095	1.0982	3.5356	0	209.16
12.32	7.2714	0.026441	-6.1013	1.0938	4.0597	0	408.79	5.1618	0.020647	-0.58647	1.0949	3.5278	0	209.16
12.34	7.1423	0.025972	-6.6417	0.46634	2.4676	0	408.79	5.1319	0.020527	-2.4542	0.99666	3.2777	0	209.16
12.36	7.0115	0.025496	-6.3134	-0.17029	0.85216	0	408.79	5.0632	0.020253	-4.399	0.77017	2.7009	0	209.16
12.38	6.8943	0.02507	-5.3054	-0.70611	-0.50875	0	408.79	4.9577	0.019831	-6.0659	0.4217	1.8136	0	209.16
12.4	6.8019	0.024734	-3.8875	-0.76478	-0.67227	0	408.79	4.8263	0.019305	-6.9	-0.013764	0.70481	0	209.16
12.42	6.7401	0.024509	-2.2767	-0.8041	-0.78183	0	408.79	4.6891	0.018756	-6.6428	-0.46892	-0.4541	0	209.16
12.44	6.7108	0.024403	-0.64933	-0.82288	-0.83414	0	408.79	4.5664	0.018266	-5.5665	-0.65812	-0.94588	0	209.16
12.46	6.7148	0.024417	1.0644	-0.79426	-0.76184	0	408.79	4.4671	0.017868	-4.3445	-0.70006	-1.0659	0	209.16
12.48	6.7523	0.024554	2.6273	-0.61331	-0.30264	0	408.79	4.3937	0.017575	-2.9614	-0.73112	-1.1548	0	209.21
12.5	6.8161	0.024786	3.6208	-0.30405	0.48213	0	408.79	4.3503	0.017401	-1.3406	-0.74957	-1.2076	0	209.24
12.52	6.8923	0.025063	3.8879	0.066462	1.4223	0	408.79	4.3417	0.017367	0.51688	-0.75361	-1.219	0	209.25
12.54	6.9678	0.025337	3.5881	0.43406	2.3551	0	408.79	4.3716	0.017486	2.4655	-0.65564	-0.96951	0	209.25
12.56	7.033	0.025574	2.8636	0.75196	3.1617	0	408.79	4.4387	0.017755	4.1775	-0.43429	-0.40586	0	209.25
12.58	7.0801	0.025746	1.8014	0.98218	3.7458	0	408.79	4.5351	0.01814	5.3464	-0.11552	0.40583	0	209.25
12.6	7.1046	0.025835	0.66686	1.1024	4.0509	0	408.79	4.6474	0.01859	5.7507	0.25682	1.3539	0	209.25
12.62	7.1077	0.025846	-0.33167	1.1186	4.0918	0	408.79	4.7594	0.019038	5.3065	0.62847	2.3001	0	209.25
12.64	7.0913	0.025787	-1.3294	1.0399	3.8922	0	408.79	4.8544	0.019418	4.0686	0.94425	3.1041	0	209.3
12.66	7.0535	0.025649	-2.4806	0.85714	3.4284	0	408.79	4.9189	0.019676	2.3597	0.99744	3.247	0	209.36
12.68	6.9926	0.025428	-3.5595	0.56173	2.6788	0	408.79	4.9476	0.01979	0.46966	1.0097	3.282	0	209.39
12.7	6.9143	0.025143	-4.1624	0.18173	1.7145	0	408.79	4.9364	0.019746	-1.6061	0.97077	3.183	0	209.39
12.72	6.8303	0.024837	-4.1356	-0.22725	0.67672	0	408.79	4.8835	0.019534	-3.6507	0.79676	2.7399	0	209.39
12.74	6.753	0.024557	-3.4905	-0.60369	-0.27845	0	408.79	4.7927	0.019171	-5.3405	0.4969	1.9763	0	209.39
12.76	6.6935	0.02434	-2.4234	-0.83353	-0.8639	0	408.79	4.6743	0.018697	-6.3727	0.10467	0.97763	0	209.39
12.78	6.6559	0.024203	-1.3672	-0.85748	-0.93063	0	408.79	4.5445	0.018178	-6.4367	-0.32571	-0.11822	0	209.39
12.8	6.638	0.024138	-0.43682	-0.86894	-0.96255	0	408.79	4.4232	0.017693	-5.5477	-0.71845	-1.1186	0	209.39
12.82	6.6395	0.024144	0.64475	-0.85393	-0.92475	0	408.79	4.3251	0.0173	-4.2512	-0.75989	-1.2373	0	209.39
12.84	6.6655	0.024238	1.9863	-0.72875	-0.60705	0	408.79	4.2537	0.017015	-2.8629	-0.79009	-1.3237	0	209.45
12.86	6.7194	0.024434	3.3906	-0.46807	0.054473	0	408.79	4.2118	0.016847	-1.2874	-0.80788	-1.3746	0	209.48
12.88	6.7997	0.024726	4.5836	-0.078377	1.0433	0	408.79	4.204	0.016816	0.55062	-0.80887	-1.3783	0	209.49
12.9	6.8995	0.025089	5.2943	0.40625	2.2731	0	408.79	4.2353	0.016941	2.5954	-0.70641	-1.1173	0	209.49
12.92	7.0071	0.025481	5.3563	0.93008	3.6023	0	408.79	4.3074	0.01723	4.5802	-0.46861	-0.51178	0	209.49
12.94	7.1098	0.025854	4.8249	1.4298	4.8704	0	408.79	4.4161	0.017664	6.199	-0.10941	0.40286	0	209.49
12.96	7.1982	0.026175	3.9992	1.8609	5.9641	0	408.88	4.5511	0.018205	7.1856	0.33785	1.5417	0	209.49
12.98	7.2698	0.026435	3.1885	1.9552	6.2129	0	409.01	4.6975	0.01879	7.2706	0.82324	2.7776	0	209.49
13	7.3256	0.026639	2.3385	1.9907	6.3118	0	409.13	4.8366	0.019347	6.6128	0.96236	3.1467	0	209.62
13.02	7.3611	0.026768	1.1592	2.0132	6.3747	0	409.2	4.9614	0.019846	5.849	1.015	3.2974	0	209.74
13.04	7.3715	0.026805	-0.10151	2.023	6.401	0	409.22	5.07	0.02028	4.9904	1.0608	3.4286	0	209.86
13.06	7.3583	0.026757	-1.1681	1.9599	6.2408	0	409.22	5.1604	0.020642	4.0337	1.099	3.5379	0	209.95
13.08	7.326	0.02664	-2.0404	1.8039	5.845	0	409.22	5.2303	0.020921	2.9313	1.1286	3.6225	0	210.03
13.1	7.2769	0.026461	-2.8808	1.5655	5.2401	0	409.22	5.2764	0.021106	1.6423	1.1481	3.6784	0	210.08
13.12	7.2115	0.026224	-3.6127	1.2484	4.4353	0	409.22	5.2946	0.021178	0.1336	1.1559	3.7007	0	210.1
13.14	7.1348	0.025945	-3.9857	0.87541	3.4889	0	409.22	5.2803	0.021121	-1.5788	1.1139	3.5936	0	210.1
13.16	7.0543	0.025652	-4.0262	0.48392	2.4955	0	409.22	5.2315	0.020926	-3.2788	0.95321	3.1843	0	210.1
13.18	6.9748	0.025363	-3.9101	0.096866	1.5134	0	409.22	5.1509	0.020604	-4.7185	0.68693	2.5063	0	210.1
13.2	6.8987	0.025086	-3.6825	-0.27377	0.57289	0	409.22	5.0458	0.020183	-5.7015	0.33909	1.6206	0	210.1
13.22	6.8278	0.024828	-3.4029	-0.61865	-0.30223	0	409.22	4.9267	0.019707	-6.1053	-0.055555	0.61572	0	210.1
13.24	6.7622	0.02459	-3.1879	-0.78996	-0.74245	0	409.22	4.8058	0.019223	-5.8616	-0.45666	-0.40556	0	210.1
13.26	6.6997	0.024362	-3.0331	-0.82955	-0.85283	0	409.22	4.6965	0.018786	-5.0409	-0.60334	-0.78901	0	210.1
13.28	6.6432	0.024157	-2.5496	-0.86536	-0.95266	0	409.22	4.6042	0.018417	-4.1923	-0.64232	-0.90059	0	210.1
13.3	6.6	0.024	-1.7128	-0.89276	-1.029	0	409.22	4.5289	0.018116	-3.3359	-0.67412	-0.99163	0	210.1
13.32	6.576	0.023913	-0.67092	-0.9081	-1.0718	0	409.22	4.4709	0.017884	-2.4619	-0.69865	-1.0618	0	210.14
13.34	6.5738	0.023905	0.46039	-0.90364	-1.061	0	409.22	4.4306	0.017722	-1.5673	-0.71572	-1.1107	0	210.17
13.36	6.5947	0.023981	1.6307	-0.80313	-0.80592	0	409.22	4.4086	0.017634	-0.61401	-0.72507	-1.1374	0	210.19
13.38	6.6388	0.024141	2.765	-0.58977	-0.26448	0	409.22	4.4069	0.017628	0.47737	-0.72102	-1.1275	0	210.19
13.4	6.7036	0.024377	3.6546	-0.27507	0.53409	0	409.22	4.4286	0.017714	1.7042	-0.64996	-0.94658	0	210.19
13.42	6.7808	0.024657	3.9174	0.099884	1.4855	0	409.22	4.4752	0.017901	2.9369	-0.49643	-0.55562	0	210.19
13.44	6.8544	0.024925	3.2919	0.45876	2.3961	0	409.22	4.5448	0.018179	3.977	-0.26615	0.030742	0	210.19
13.46	6.9073	0.025117	1.8887	0.71727	3.0521	0	409.22	4.6314	0.018526	4.5906	0.020544	0.76074	0	210.19
13.48	6.927	0.025189	0.037387	0.81502	3.3	0	409.22	4.7242	0.018897	4.5711	0.32832	1.5444	0	210.19
13.5	6.9081	0.02512	-1.9101	0.72525	3.0722	0	409.22	4.8092	0.019237	3.8003	0.61072	2.2634	0	210.19
13.52	6.8526	0.024919	-3.5503	0.45693	2.3913	0	409.22	4.8712	0.019485	2.2896	0.81748	2.7898	0	210.21
13.54	6.7706	0.02462	-4.5226	0.058694	1.3807	0	409.22	4.8969	0.019588	0.20408	0.90404	3.0101	0	210.23
13.56	6.6765	0.024278	-4.776	-0.39861	0.2203	0	409.22	4.8776	0.01951	-2.1545	0.84146	2.8507	0	210.23
13.58	6.583	0.023938	-4.511	-0.85394	-0.93507	0	409.22	4.8114	0.019246	-4.4169	0.62351	2.2957	0	210.23
13.6	6.4978	0.023628	-4.0044	-0.95711	-1.2085	0	409.22	4.7047	0.018819	-6.0958	0.27091	1.3979	0	210.23
13.62	6.4233	0.023357	-3.4259	-1.0043	-1.3401	0	409.22	4.5742	0.018297	-6.7807	-0.16135	0.29724	0	210.23
13.64	6.3615	0.023133	-2.7298	-1.0435	-1.4493	0	409.25	4.4403	0.017761	-6.4504	-0.60574	-0.83426	0	210.23
13.66	6.3149	0.022963	-1.8874	-1.0731	-1.5318	0	409.3	4.3212	0.017285	-5.4257	-0.76141	-1.2417	0	210.25
13.68	6.2876	0.022864	-0.82549	-1.0905	-1.5804	0	409.33	4.2236	0.016894	-4.3333	-0.80265	-1.3597	0	210.33
13.7	6.2827	0.022846	0.34967	-1.0915	-1.5838	0	409.34	4.1481	0.016592	-3.2069	-0.83455	-1.451	0	210.39
13.72	6.3029	0.02292	1.716	-0.99455	-1.3376	0	409.34	4.0957	0.016383	-2.0141	-0.85674	-1.5145	0	210.43
13.74	6.3525	0.0231	3.2628	-0.75459	-0.7287	0	409.34	4.0687	0.016275	-0.65083	-0.86825	-1.5474	0	210.46
13.76	6.4318	0.023389	4.5838	-0.36986	0.24758	0	409.34	4.0715	0.016286	0.97768	-0.85488	-1.5136	0	210.46
13.78	6.5313	0.02375	5.2291	0.11349	1.4741	0	409.34	4.109	0.016436	2.7839	-0.73168	-1.1998	0	210.46
13.8	6.6364	0.024132	5.1895	0.62492	2.7718	0	409.34	4.1823	0.016729	4.5126	-0.48969	-0.58362	0	210.46
13.82	6.7362	0.024495	4.7512	1.111	4.0052	0	409.34	4.2872	0.017149	5.8941	-0.14292	0.29936	0	210.46
13.84	6.825	0.024818	4.0852	1.5433	5.1021	0	409.46	4.4143	0.017657	6.7107	0.27812	1.3714	0	210.46
13.86	6.8983	0.025085	3.2345	1.7202	5.5577	0	409.58	4.5507	0.018203	6.7711	0.73031	2.5228	0	210.46
13.88	6.9546	0.02529	2.3835	1.756	5.6574	0	409.68	4.6797	0.018719	6.0954	0.89632	2.9576	0	210.54
13.9	6.9941	0.025433	1.6123	1.781	5.7273	0	409.75	4.794	0.019176	5.3196	0.94452	3.0956	0	210.64
13.92	7.0217	0.025533	1.2283	1.7985	5.7761	0	409.8	4.8922	0.019569	4.5033	0.98599	3.2143	0	210.74
13.94	7.0461	0.025622	1.2764	1.814	5.8191	0	409.84	4.9741	0.019896	3.6857	1.0206	3.3132	0	210.82
13.96	7.0745	0.025726	1.5891	1.8319	5.8691	0	409.9	5.0399	0.02016	2.9027	1.0483	3.3928	0	210.89
13.98	7.1104	0.025856	2.0062	1.8545	5.9322	0	409.96	5.0906	0.020362	2.1786	1.0698	3.4541	0	210.94
14	7.1552	0.026019	2.4869	1.8828	6.0111	0	410.05	5.1276	0.02051	1.5306	1.0854	3.4989	0	210.98
14.02	7.2102	0.026219	3.0261	1.9176	6.108	0	410.15	5.1524	0.02061	0.97266	1.0959	3.529	0	211.01
14.04	7.2766	0.02646	3.6189	1.9594	6.2248	0	410.28	5.1671	0.020669	0.51615	1.1022	3.5469	0	211.02
14.06	7.3549	0.026745	4.2001	2.0089	6.3627	0	410.43	5.1738	0.020695	0.16895	1.105	3.555	0	211.03
14.08	7.4431	0.027066	4.5531	2.0646	6.5181	0	410.61	5.1746	0.020698	-0.07474	1.1081	3.5629	0	211.03
14.1	7.5339	0.027396	4.4332	2.1221	6.6783	0	410.8	5.1714	0.020686	-0.22913	1.0977	3.5362	0	211.03
14.12	7.6164	0.027696	3.7196	2.1744	6.8241	0	410.98	5.1659	0.020664	-0.30994	1.0795	3.49	0	211.03
14.14	7.6785	0.027922	2.3769	2.2138	6.934	0	411.12	5.1593	0.020637	-0.35571	1.0574	3.4338	0	211.03
14.16	7.7072	0.028026	0.38866	2.2323	6.9854	0	411.18	5.1516	0.020606	-0.41531	1.0321	3.3693	0	211.03
14.18	7.6901	0.027964	-2.1828	2.1487	6.7734	0	411.18	5.1421	0.020569	-0.5574	1.0008	3.2896	0	211.03
14.2	7.6174	0.0277	-5.1219	1.7982	5.8838	0	411.18	5.1275	0.02051	-0.96653	0.9526	3.1669	0	211.03
14.22	7.4846	0.027217	-8.1548	1.1549	4.2512	0	411.18	5.1004	0.020402	-1.8353	0.86321	2.9392	0	211.03
14.24	7.2933	0.026521	-10.888	0.22674	1.8961	0	411.18	5.0504	0.020201	-3.2629	0.69823	2.5191	0	211.03
14.26	7.0537	0.02565	-12.971	-0.60424	-0.22503	0	411.18	4.9665	0.019866	-5.1568	0.42141	1.8142	0	211.03
14.28	6.7743	0.024634	-15.002	-0.78069	-0.71707	0	411.18	4.8474	0.01939	-6.6259	0.027586	0.81143	0	211.03
14.3	6.4523	0.023463	-17.219	-0.98401	-1.2841	0	411.23	4.7066	0.018827	-7.3231	-0.43888	-0.3763	0	211.03
14.32	6.0859	0.022131	-19.345	-1.2155	-1.9296	0	411.63	4.5588	0.018235	-7.4413	-0.66112	-0.95453	0	211.03
14.34	5.6836	0.020667	-20.737	-1.4698	-2.6387	0	412.17	4.4079	0.017631	-7.6851	-0.7247	-1.1366	0	211.07
14.36	5.2626	0.019137	-21.2	-1.736	-3.3809	0	412.85	4.2505	0.017002	-8.0639	-0.79093	-1.3263	0	211.19
14.38	4.8414	0.017605	-20.787	-2.0025	-4.1239	0	413.64	4.0848	0.016339	-8.5116	-0.86068	-1.526	0	211.33
14.4	4.4364	0.016132	-19.585	-2.2589	-4.8386	0	414.5	3.9101	0.01564	-8.9612	-0.93426	-1.7368	0	211.48
14.42	4.0628	0.014774	-17.664	-2.4955	-5.4982	0	415.39	3.7268	0.014907	-9.347	-1.0114	-1.9577	0	211.66
14.44	3.7337	0.013577	-15.155	-2.704	-6.0794	0	416.25	3.537	0.014148	-9.607	-1.0913	-2.1866	0	211.86
14.46	3.459	0.012578	-12.283	-2.8782	-6.565	0	417.01	3.3437	0.013375	-9.691	-1.1728	-2.4198	0	212.08
14.48	3.2433	0.011794	-9.2716	-3.06	-7.0589	0	417.65	3.1506	0.012603	-9.5876	-1.2541	-2.6527	0	212.32
14.5	3.0879	0.011229	-6.2905	-3.1931	-7.42	0	418.14	2.9615	0.011846	-9.2937	-1.3338	-2.8809	0	212.56
14.52	2.9904	0.010874	-3.5112	-3.2768	-7.6471	0	418.46	2.7803	0.011121	-8.7916	-1.4102	-3.0996	0	212.81
14.54	2.9455	0.010711	-1.0336	-3.3156	-7.7522	0	418.6	2.6112	0.010445	-8.0806	-1.4815	-3.3037	0	213.05
14.56	2.947	0.010716	1.131	-3.2953	-7.7011	0	418.62	2.4584	0.0098335	-7.169	-1.5459	-3.4883	0	213.28
14.58	2.9878	0.010865	2.8616	-3.0983	-7.2012	0	418.62	2.3262	0.0093048	-5.9963	-1.6017	-3.648	0	213.49
14.6	3.0575	0.011118	4.0122	-2.7601	-6.343	0	418.62	2.2208	0.0088833	-4.4831	-1.6463	-3.7755	0	213.66
14.62	3.1452	0.011437	4.693	-2.3345	-5.2632	0	418.62	2.1493	0.008597	-2.6146	-1.6766	-3.8623	0	213.78
14.64	3.2433	0.011794	5.087	-1.8572	-4.0518	0	418.62	2.1184	0.0084738	-0.41508	-1.6898	-3.9	0	213.83
14.66	3.3466	0.012169	5.1805	-1.355	-2.7776	0	418.62	2.1344	0.0085377	2.0382	-1.6376	-3.7671	0	213.84
14.68	3.449	0.012542	5.0321	-0.85678	-1.5134	0	418.62	2.1996	0.0087985	4.4409	-1.423	-3.2207	0	213.84
14.7	3.5482	0.012902	4.9404	-0.51106	-0.63097	0	418.62	2.3093	0.0092372	6.4178	-1.0606	-2.2979	0	213.84
14.72	3.6504	0.013274	5.3894	-0.44644	-0.45081	0	418.62	2.4499	0.0097994	7.4597	-0.59526	-1.1129	0	213.84
14.74	3.7669	0.013698	6.3148	-0.37287	-0.24564	0	418.62	2.6007	0.010403	7.459	-0.094976	0.1609	0	213.84
14.76	3.9036	0.014195	7.3078	-0.28654	-0.0048915	0	418.62	2.7433	0.010973	6.7852	0.080553	0.62156	0	213.84
14.78	4.0572	0.014754	8.0122	-0.18947	0.26578	0	418.62	2.8726	0.01149	6.1544	0.13507	0.77765	0	213.84
14.8	4.223	0.015356	8.5454	-0.084707	0.55789	0	418.62	2.99	0.01196	5.5987	0.18458	0.91941	0	213.84
14.82	4.3975	0.015991	8.8434	0.025636	0.86555	0	418.62	3.097	0.012388	5.1177	0.22972	1.0486	0	213.84
14.84	4.5728	0.016628	8.5526	0.13656	1.1748	0	418.62	3.1951	0.01278	4.6933	0.27106	1.167	0	213.84
14.86	4.734	0.017215	7.4295	0.23872	1.4596	0	418.62	3.2848	0.013139	4.2817	0.30891	1.2754	0	213.84
14.88	4.8652	0.017692	5.5949	0.32196	1.6916	0	418.62	3.3661	0.013464	3.8298	0.34317	1.3735	0	213.84
14.9	4.955	0.018018	3.3389	0.37909	1.8508	0	418.62	3.4375	0.01375	3.2957	0.37331	1.4598	0	213.84
14.92	4.9976	0.018173	0.90221	0.40634	1.9267	0	418.62	3.4972	0.013989	2.6535	0.39851	1.5319	0	213.84
14.94	4.9917	0.018152	-1.4469	0.36537	1.8232	0	418.62	3.5428	0.014171	1.885	0.41781	1.5872	0	213.84
14.96	4.943	0.017975	-3.2961	0.13057	1.2273	0	418.62	3.5711	0.014284	0.89937	0.42983	1.6215	0	213.84
14.98	4.8656	0.017693	-4.2792	-0.24508	0.27408	0	418.62	3.5767	0.014307	-0.38879	0.43123	1.6259	0	213.84
15	4.7788	0.017377	-4.229	-0.66757	-0.79797	0	418.62	3.554	0.014216	-1.9	0.35688	1.4366	0	213.84
15.02	4.7027	0.017101	-3.2396	-1.0386	-1.7394	0	418.62	3.5012	0.014005	-3.3462	0.18261	0.99278	0	213.84
15.04	4.6533	0.016921	-1.6394	-1.2808	-2.3539	0	418.62	3.4228	0.013691	-4.3976	-0.076522	0.33295	0	213.84
15.06	4.6387	0.016868	0.19681	-1.3534	-2.5381	0	418.62	3.3298	0.013319	-4.7778	-0.38483	-0.45207	0	213.84
15.08	4.6612	0.01695	2.045	-1.2458	-2.2649	0	418.62	3.2373	0.012949	-4.3251	-0.69181	-1.2337	0	213.84
15.1	4.7197	0.017162	3.7693	-0.96306	-1.5475	0	418.62	3.1625	0.01265	-3.0178	-0.94073	-1.8674	0	213.84
