#CTIME	DISP1	GAMMA1	VEL1	FORCE1	FORCETRI1	FORCESLIP1	ENERGY1	DISP2	GAMMA2	VEL2	FORCE2	FORCETRI2	FORCESLIP2	ENERGY2
6.96	8.9815	0.03266	-72.407	0.23122	2.215	0	351.03	7.5874	0.03035	-24.425	0.77849	3.1084	0	186.72
6.98	7.4729	0.027174	-78.021	-1.0546	-1.2745	0	351.03	7.0611	0.028244	-28.299	0.47791	2.2763	0	186.72
7	5.8785	0.021376	-80.965	-2.4141	-4.9639	0	351.03	6.4526	0.02581	-32.605	0.13037	1.3143	0	186.72
7.02	4.2521	0.015462	-81.236	-3.8013	-8.7284	0	351.03	5.7557	0.023023	-37.091	-0.26769	0.21235	0	186.72
7.04	2.6456	0.0096203	-79.023	-5.1721	-12.448	0	351.03	4.9695	0.019878	-41.485	-0.71682	-1.0309	0	186.72
7.06	1.1085	0.0040309	-74.214	-6.4842	-16.008	0	351.03	4.0987	0.016395	-45.509	-1.2144	-2.4083	0	186.72
7.08	-0.30177	-0.0010973	-66.225	-7.6886	-19.277	0	354.62	3.1537	0.012615	-48.855	-1.7546	-3.9034	0	186.72
7.1	-1.52	-0.0055271	-55.152	-8.7298	-22.101	0	364.63	2.1513	0.0086052	-51.189	-2.3277	-5.4897	0	186.72
7.12	-2.4987	-0.0090863	-42.767	-9.0127	-22.987	0	373.42	1.1156	0.0044623	-52.056	-2.92	-7.1292	0	186.72
7.14	-3.2396	-0.01178	-31.688	-8.9586	-22.987	0	380.08	0.083011	0.00033204	-50.876	-3.5108	-8.7643	0	186.72
7.16	-3.78	-0.013746	-22.675	-8.9192	-22.987	0	384.91	-0.90773	-0.0036309	-47.935	-4.0779	-10.334	0	186.72
7.18	-4.1543	-0.015107	-14.826	-8.892	-22.987	0	388.25	-1.8249	-0.0072998	-43.575	-4.6031	-11.787	0	187.89
7.2	-4.3719	-0.015898	-6.8093	-8.8761	-22.987	0	390.18	-2.6431	-0.010573	-38.071	-5.0718	-13.084	0	191.85
7.22	-4.4231	-0.016084	1.7579	-8.8652	-22.969	0	390.66	-3.3416	-0.013367	-31.645	-5.4722	-14.192	0	195.54
7.24	-4.3053	-0.015656	9.7638	-8.3001	-21.535	0	390.66	-3.9051	-0.01562	-24.651	-5.4779	-14.293	0	198.63
7.26	-4.0498	-0.014727	15.189	-7.0624	-18.394	0	390.66	-4.3238	-0.017295	-17.088	-5.4523	-14.293	0	200.92
7.28	-3.7236	-0.01354	16.793	-6.0072	-15.697	0	390.66	-4.581	-0.018324	-8.4049	-5.825	-14.293	-0.64745	202.36
7.3	-3.3936	-0.01234	15.964	-5.7984	-15.114	0	390.66	-4.6586	-0.018635	0.57464	-5.9754	-14.303	-0.89908	202.82
7.32	-3.0881	-0.011229	14.692	-5.6049	-14.575	0	390.66	-4.5643	-0.018257	8.5657	-5.4917	-13.52	-0.60537	202.82
7.34	-2.7999	-0.010181	14.319	-5.4225	-14.067	0	390.66	-4.3328	-0.017331	14.079	-4.3645	-11.575	0	202.82
7.36	-2.5089	-0.0091234	14.88	-5.2386	-13.554	0	390.66	-4.0182	-0.016073	17.074	-3.6564	-9.7565	0	202.82
7.38	-2.202	-0.0080072	15.906	-5.0446	-13.013	0	390.66	-3.6538	-0.014615	19.317	-3.5031	-9.3175	0	202.82
7.4	-1.869	-0.0067963	17.488	-4.8342	-12.426	0	390.66	-3.2475	-0.01299	21.27	-3.3322	-8.8278	0	202.82
7.42	-1.4991	-0.0054514	19.571	-4.6005	-11.774	0	390.66	-2.8047	-0.011219	22.973	-3.1458	-8.2941	0	202.82
7.44	-1.0831	-0.0039387	22.104	-4.3377	-11.042	0	390.66	-2.33	-0.0093198	24.468	-2.946	-7.7218	0	202.82
7.46	-0.61332	-0.0022302	24.884	-4.0409	-10.214	0	390.66	-1.827	-0.0073081	25.801	-2.7343	-7.1155	0	202.82
7.48	-0.092566	-0.0003366	26.949	-3.7118	-9.2964	0	390.66	-1.2989	-0.0051956	26.983	-2.5119	-6.4787	0	202.82
7.5	0.4517	0.0016425	27.068	-3.3038	-8.1771	0	390.66	-0.74903	-0.0029961	27.969	-2.2804	-5.8157	0	202.82
7.52	0.97615	0.0035496	25.098	-2.8561	-6.9622	0	390.66	-0.1818	-0.0007272	28.688	-1.9955	-5.0167	0	202.82
7.54	1.4486	0.0052675	22.062	-2.4525	-5.8673	0	390.66	0.39502	0.0015801	28.901	-1.6656	-4.1036	0	202.82
7.56	1.8553	0.0067467	18.529	-2.1049	-4.9241	0	390.66	0.97045	0.0038818	28.545	-1.3364	-3.1924	0	202.82
7.58	2.1824	0.007936	13.899	-1.825	-4.1648	0	390.66	1.5328	0.0061312	27.582	-1.0146	-2.3018	0	202.82
7.6	2.3999	0.0087269	7.5616	-1.6383	-3.6585	0	390.66	2.0692	0.0082766	25.931	-0.70761	-1.4521	0	202.82
7.62	2.4781	0.0090114	0.21182	-1.5702	-3.4739	0	390.66	2.5649	0.010259	23.51	-0.42374	-0.6665	0	202.82
7.64	2.4138	0.0087773	-6.3087	-1.8628	-4.2172	0	390.66	3.0041	0.012017	20.256	-0.17207	0.029963	0	202.82
7.66	2.2468	0.00817	-9.7019	-2.672	-6.2705	0	390.66	3.368	0.013472	15.957	0.036635	0.60746	0	202.82
7.68	2.055	0.0074728	-8.7088	-3.6058	-8.6399	0	390.66	3.6362	0.014545	10.741	0.19068	1.0337	0	202.82
7.7	1.9266	0.0070059	-3.4932	-4.2356	-10.238	0	390.66	3.7952	0.015181	5.1658	0.28235	1.2872	0	202.82
7.72	1.9367	0.0070425	4.9234	-4.195	-10.135	0	390.66	3.8461	0.015384	0.083586	0.3121	1.3693	0	202.82
7.74	2.1353	0.0077647	15.089	-3.2387	-7.7076	0	390.66	3.8086	0.015234	-3.4683	0.19777	1.0778	0	202.82
7.76	2.5397	0.0092352	25.2	-1.5224	-3.343	0	390.66	3.7258	0.014903	-4.2808	-0.07605	0.38055	0	202.82
7.78	3.138	0.011411	34.451	-1.0137	-1.9624	0	390.66	3.6516	0.014607	-2.8933	-0.3231	-0.24843	0	202.82
7.8	3.9044	0.014198	41.714	-0.3613	-0.19164	0	390.66	3.6188	0.014475	-0.20692	-0.43363	-0.52979	0	202.82
7.82	4.7876	0.017409	46.143	0.39126	1.8507	0	390.66	3.6485	0.014594	3.2475	-0.33763	-0.28526	0	202.82
7.84	5.7351	0.020855	48.316	1.1991	4.043	0	390.66	3.7496	0.014998	6.8339	-0.0047511	0.56244	0	202.82
7.86	6.7097	0.024399	48.874	2.0303	6.2986	0	390.66	3.919	0.015676	10.055	0.35257	1.4817	0	202.82
7.88	7.678	0.02792	47.648	2.8565	8.5405	0	390.66	4.1526	0.01661	13.322	0.48576	1.8504	0	202.82
7.9	8.6043	0.031288	44.723	3.6472	10.686	0	390.66	4.452	0.017808	16.597	0.65659	2.3234	0	202.82
7.92	9.4569	0.034389	40.301	4.3753	12.662	0	390.66	4.8151	0.01926	19.661	0.86391	2.8973	0	202.82
7.94	10.211	0.037131	35.081	5.0195	14.41	0	390.66	5.2357	0.020943	22.318	1.1042	3.5623	0	202.82
7.96	10.867	0.039515	30.812	5.5795	15.929	0	390.66	5.7043	0.022817	24.459	1.372	4.3036	0	202.82
7.98	11.459	0.041667	28.802	6.0848	17.3	0	390.66	6.2108	0.024843	26.114	1.6615	5.1049	0	202.82
8	12.031	0.043748	28.613	6.573	18.625	0	390.66	6.7463	0.026985	27.38	1.9676	5.9523	0	202.82
8.02	12.604	0.045833	28.584	7.0621	19.952	0	390.66	7.3038	0.029215	28.315	2.2864	6.8347	0	202.82
8.04	13.165	0.047872	27.176	7.5407	21.251	0	393.04	7.8765	0.031506	28.885	2.6139	7.7412	0	202.82
8.06	13.68	0.049747	24.158	7.981	22.446	0	397.04	8.4561	0.033824	28.991	2.9454	8.6588	0	202.82
8.08	14.122	0.051352	19.776	8.1653	22.987	0	400.63	9.0322	0.036129	28.494	3.2751	9.5712	0	202.82
8.1	14.461	0.052586	13.814	8.1406	22.987	0	403.39	9.5894	0.038358	27.066	3.594	10.454	0	202.82
8.12	14.661	0.053313	5.8536	8.126	22.987	0	405.02	10.109	0.040434	24.684	3.8912	11.276	0	202.82
8.14	14.685	0.053398	-3.7012	8.0636	22.835	0	405.32	10.571	0.042283	21.389	4.156	12.009	0	202.82
8.16	14.512	0.05277	-13.427	7.233	20.727	0	405.32	10.956	0.043826	16.928	4.3772	12.621	0	202.82
8.18	14.157	0.051481	-21.71	5.5155	16.369	0	405.32	11.236	0.044945	10.723	4.538	13.066	0	203.55
8.2	13.654	0.049652	-28.44	5.0423	15.094	0	405.32	11.377	0.045506	3.2744	4.6193	13.291	0	204.19
8.22	13.025	0.047364	-34.36	4.645	13.986	0	405.32	11.367	0.045466	-4.2575	4.5552	13.129	0	204.26
8.24	12.284	0.04467	-39.633	4.1772	12.682	0	405.32	11.21	0.04484	-11.213	4.041	11.819	0	204.26
8.26	11.442	0.041607	-44.55	3.6451	11.198	0	405.32	10.928	0.043711	-16.705	3.1088	9.4457	0	204.26
8.28	10.505	0.038201	-48.933	3.0533	9.5479	0	405.32	10.551	0.042205	-20.93	2.7683	8.5368	0	204.26
8.3	9.4937	0.034522	-51.963	2.2795	7.429	0	405.32	10.09	0.040361	-25.19	2.5745	7.9817	0	204.26
8.32	8.4415	0.030697	-52.809	1.3822	4.9939	0	405.32	9.5431	0.038172	-29.529	2.3444	7.3227	0	204.26
8.34	7.3999	0.026909	-50.874	0.49325	2.5818	0	405.32	8.91	0.03564	-33.742	2.0781	6.56	0	204.26
8.36	6.4247	0.023362	-46.224	-0.33945	0.3223	0	405.32	8.196	0.032784	-37.572	1.7777	5.6997	0	204.26
8.38	5.566	0.02024	-39.311	-1.0732	-1.6686	0	405.32	7.4113	0.029645	-40.768	1.4475	4.7539	0	204.26
8.4	4.8633	0.017685	-30.748	-1.6742	-3.2992	0	405.32	6.5714	0.026286	-43.023	0.99694	3.4989	0	204.26
8.42	4.341	0.015785	-21.44	-2.1214	-4.5124	0	405.32	5.6991	0.022796	-43.989	0.49806	2.1181	0	204.26
8.44	4.0018	0.014552	-12.713	-2.4124	-5.3017	0	405.32	4.8209	0.019284	-43.6	-0.0042969	0.72766	0	204.26
8.46	3.8195	0.013889	-5.9297	-2.5692	-5.7268	0	405.32	3.9636	0.015855	-41.928	-0.4949	-0.63015	0	204.26
8.48	3.749	0.013633	-1.4863	-2.6301	-5.8921	0	405.32	3.1511	0.012605	-39.154	-0.96	-1.9174	0	204.26
8.5	3.7466	0.013624	0.93707	-2.6167	-5.8588	0	405.32	2.4033	0.0096133	-35.499	-1.3882	-3.1025	0	204.26
8.52	3.7731	0.01372	1.3576	-2.4882	-5.5329	0	405.32	1.7358	0.0069434	-31.149	-1.7706	-4.1606	0	204.26
8.54	3.7897	0.013781	0.099402	-2.4062	-5.3248	0	405.32	1.1604	0.0046416	-26.348	-2.1004	-5.0732	0	204.26
8.56	3.7733	0.013721	-1.7246	-2.4841	-5.5226	0	405.32	0.68272	0.0027309	-21.428	-2.3742	-5.831	0	204.26
8.58	3.7242	0.013543	-3.0355	-2.651	-5.9487	0	405.32	0.30217	0.0012087	-16.665	-2.5925	-6.435	0	204.26
8.6	3.6582	0.013302	-3.3923	-2.7073	-6.1014	0	405.32	0.015147	6.0587e-05	-12.062	-2.7573	-6.8909	0	204.26
8.62	3.5957	0.013075	-2.6755	-2.7607	-6.2464	0	405.32	-0.18141	-0.00072566	-7.6237	-2.8703	-7.2035	0	204.26
8.64	3.5578	0.012938	-0.95584	-2.7933	-6.3348	0	405.32	-0.29105	-0.0011642	-3.3715	-2.9335	-7.3784	0	204.26
8.66	3.5624	0.012954	1.5033	-2.7586	-6.2473	0	405.32	-0.31756	-0.0012703	0.69006	-2.9469	-7.4159	0	204.26
8.68	3.621	0.013167	4.4243	-2.4763	-5.5309	0	405.32	-0.26477	-0.0010591	4.5375	-2.7745	-6.9767	0	204.26
8.7	3.7425	0.013609	7.8138	-1.8885	-4.0393	0	405.32	-0.13882	-0.00055527	7.9764	-2.3591	-5.919	0	204.26
8.72	3.9364	0.014314	11.63	-0.94892	-1.6549	0	405.32	0.050753	0.00020301	10.89	-1.7324	-4.3232	0	204.26
8.74	4.2094	0.015307	15.711	0.040646	0.8688	0	405.32	0.29338	0.0011735	13.331	-1.1849	-2.9173	0	204.26
8.76	4.5658	0.016603	19.912	0.26549	1.4959	0	405.32	0.58382	0.0023353	15.708	-1.0628	-2.5675	0	204.26
8.78	5.0021	0.01819	23.55	0.54097	2.2641	0	405.32	0.92146	0.0036858	18.047	-0.92077	-2.1608	0	204.26
8.8	5.5007	0.020002	26.117	0.85595	3.1424	0	405.32	1.3051	0.0052206	20.302	-0.75936	-1.6985	0	204.26
8.82	6.0389	0.02196	27.502	1.1962	4.0912	0	405.32	1.7325	0.0069301	22.405	-0.57954	-1.1835	0	204.26
8.84	6.5933	0.023976	27.764	1.5468	5.0688	0	405.32	2.1998	0.0087992	24.279	-0.38288	-0.62027	0	204.26
8.86	7.1446	0.025981	27.3	1.8957	6.0414	0	405.32	2.7017	0.010807	25.86	-0.17161	-0.015217	0	204.26
8.88	7.6825	0.027936	26.422	2.236	6.9903	0	405.32	3.232	0.012928	27.111	0.051642	0.62414	0	204.26
8.9	8.1971	0.029807	24.875	2.5738	7.9285	0	405.32	3.7837	0.015135	28.001	0.28398	1.2895	0	204.26
8.92	8.6696	0.031526	22.148	2.9774	9.0235	0	405.32	4.3493	0.017397	28.463	0.59635	2.1571	0	204.26
8.94	9.0739	0.032996	18.057	3.323	9.9613	0	405.32	4.9183	0.019673	28.337	0.92188	3.058	0	204.26
8.96	9.3836	0.034122	12.725	3.5882	10.681	0	405.32	5.4783	0.021913	27.537	1.2423	3.9447	0	204.26
8.98	9.5769	0.034825	6.4992	3.7543	11.131	0	405.32	6.0149	0.02406	25.999	1.5494	4.7948	0	204.26
9	9.6413	0.035059	-0.072309	3.8161	11.297	0	405.32	6.5131	0.026052	23.693	1.8347	5.5843	0	204.26
9.02	9.5772	0.034826	-6.1529	3.5104	10.521	0	405.32	6.9573	0.027829	20.565	2.0892	6.2885	0	204.26
9.04	9.4063	0.034205	-10.575	2.6831	8.4222	0	405.32	7.3285	0.029314	16.362	2.302	6.8776	0	204.26
9.06	9.1692	0.033343	-12.754	1.532	5.5011	0	405.32	7.604	0.030416	11.008	2.4603	7.3155	0	204.26
9.08	8.9081	0.032393	-13.208	0.92326	3.9317	0	405.32	7.7629	0.031052	4.8544	2.552	7.5691	0	204.26
9.1	8.6433	0.03143	-13.24	0.75576	3.4647	0	405.32	7.7999	0.031199	-1.1023	2.5725	7.6259	0	204.26
9.12	8.3795	0.030471	-13.138	0.58885	2.9993	0	405.32	7.7227	0.030891	-6.4592	2.3202	6.9833	0	204.26
9.14	8.1167	0.029515	-13.204	0.42261	2.5358	0	405.32	7.5499	0.0302	-10.568	1.7499	5.5311	0	204.26
9.16	7.8473	0.028535	-13.875	0.25229	2.0609	0	405.32	7.3113	0.029245	-12.986	0.96037	3.5208	0	204.26
9.18	7.5578	0.027483	-15.085	0.069381	1.5509	0	405.32	7.0388	0.028155	-14.231	0.74691	2.9454	0	204.26
9.2	7.2434	0.02634	-16.365	-0.12932	0.99684	0	405.32	6.7429	0.026972	-15.343	0.62236	2.5887	0	204.26
9.22	6.9029	0.025101	-17.692	-0.34452	0.39678	0	405.32	6.4258	0.025703	-16.344	0.4889	2.2065	0	204.26
9.24	6.5359	0.023767	-18.992	-0.57648	-0.24999	0	405.32	6.0898	0.024359	-17.243	0.34744	1.8013	0	204.26
9.26	6.1437	0.022341	-20.227	-0.82443	-0.94135	0	405.32	5.7368	0.022947	-18.044	0.1988	1.3757	0	204.26
9.28	5.7269	0.020825	-21.452	-1.0879	-1.6759	0	405.32	5.3686	0.021475	-18.754	0.043804	0.93181	0	204.26
9.3	5.2861	0.019222	-22.599	-1.3665	-2.4529	0	405.32	4.9871	0.019949	-19.382	-0.11684	0.47177	0	204.26
9.32	4.8257	0.017548	-23.325	-1.7076	-3.3896	0	405.32	4.5939	0.018376	-19.936	-0.28244	-0.0024672	0	204.26
9.34	4.3599	0.015854	-23.037	-2.105	-4.4679	0	405.32	4.1899	0.01676	-20.451	-0.45256	-0.48964	0	204.26
9.36	3.9148	0.014236	-21.164	-2.485	-5.4991	0	405.32	3.7766	0.015106	-20.852	-0.62663	-0.98812	0	204.26
9.38	3.5264	0.012823	-17.334	-2.817	-6.3999	0	405.32	3.3576	0.01343	-20.978	-0.84423	-1.5963	0	204.26
9.4	3.2333	0.011758	-11.716	-3.0681	-7.0809	0	405.32	2.941	0.011764	-20.582	-1.0826	-2.256	0	204.26
9.42	3.064	0.011142	-5.1588	-3.2137	-7.4759	0	405.32	2.5386	0.010154	-19.544	-1.3129	-2.8934	0	204.26
9.44	3.0247	0.010999	1.0543	-3.2535	-7.5824	0	405.32	2.1638	0.0086551	-17.829	-1.5275	-3.4873	0	204.26
9.46	3.097	0.011262	5.8781	-2.9062	-6.7011	0	405.32	1.8302	0.0073207	-15.392	-1.7186	-4.0163	0	204.46
9.48	3.2469	0.011807	8.7795	-2.1798	-4.8576	0	405.32	1.5542	0.0062166	-12.055	-1.8769	-4.4543	0	204.95
9.5	3.4351	0.012491	9.7288	-1.265	-2.5364	0	405.32	1.3539	0.0054157	-7.8348	-1.992	-4.7727	0	205.34
9.52	3.6251	0.013182	9.0462	-0.44506	-0.45196	0	405.32	1.2453	0.0049813	-2.9415	-2.0548	-4.9462	0	205.56
9.54	3.792	0.013789	7.5749	-0.33928	-0.15708	0	405.32	1.2355	0.0049419	1.8795	-2.0423	-4.9166	0	205.6
9.56	3.9258	0.014276	5.7655	-0.25437	0.079568	0	405.32	1.3157	0.0052628	5.9719	-1.7791	-4.2462	0	205.6
9.58	4.0213	0.014623	3.7551	-0.19369	0.24867	0	405.32	1.4659	0.0058637	8.8074	-1.2828	-2.9825	0	205.6
9.6	4.0761	0.014822	1.7445	-0.15878	0.34594	0	405.32	1.6574	0.0066298	10.07	-0.64853	-1.3675	0	205.6
9.62	4.094	0.014887	0.11952	-0.14724	0.37805	0	405.32	1.8586	0.0074344	9.9064	-0.29243	-0.44641	0	205.6
9.64	4.0839	0.01485	-1.0183	-0.19466	0.25766	0	405.32	2.0517	0.0082067	9.3617	-0.21104	-0.21335	0	205.6
9.66	4.0568	0.014752	-1.6206	-0.32572	-0.074939	0	405.32	2.2313	0.0089253	8.5598	-0.13529	0.0035431	0	205.6
9.68	4.0203	0.014619	-2.0283	-0.50275	-0.52414	0	405.32	2.3924	0.0095695	7.5031	-0.067348	0.19806	0	205.6
9.7	3.9754	0.014456	-2.4765	-0.72093	-1.0778	0	405.32	2.5298	0.010119	6.198	-0.0093343	0.36415	0	205.6
9.72	3.9203	0.014256	-3.0662	-0.98829	-1.7562	0	405.32	2.6386	0.010555	4.6444	0.036666	0.49582	0	205.6
9.74	3.8508	0.014003	-3.9418	-1.3255	-2.612	0	405.32	2.7138	0.010855	2.826	0.068507	0.58693	0	205.6
9.76	3.7618	0.013679	-4.9445	-1.7576	-3.7085	0	405.32	2.7497	0.010999	0.70695	0.083816	0.6307	0	205.6
9.78	3.657	0.013298	-5.3703	-2.2674	-5.0019	0	405.32	2.7401	0.01096	-1.7059	0.048135	0.54002	0	205.6
9.8	3.5552	0.012928	-4.5709	-2.7632	-6.2601	0	405.32	2.6814	0.010726	-4.1205	-0.14474	0.048854	0	205.6
9.82	3.4827	0.012664	-2.5017	-2.9585	-6.7615	0	405.32	2.5787	0.010315	-6.0001	-0.48412	-0.81532	0	205.6
9.84	3.461	0.012586	0.4737	-2.9714	-6.7977	0	405.32	2.4489	0.0097958	-6.7714	-0.91383	-1.9095	0	205.6
9.86	3.5059	0.012749	4.0708	-2.7569	-6.2532	0	405.32	2.3164	0.0092655	-6.2545	-1.3538	-3.0296	0	205.6
9.88	3.624	0.013178	7.6961	-2.1857	-4.8039	0	405.32	2.2082	0.0088328	-4.3444	-1.6516	-3.7908	0	205.6
9.9	3.8111	0.013859	10.911	-1.2785	-2.5017	0	405.32	2.1489	0.0085955	-1.4442	-1.6769	-3.8631	0	205.6
9.92	4.0538	0.014741	13.148	-0.17446	0.30269	0	405.32	2.1565	0.0086258	2.3422	-1.6375	-3.7634	0	205.6
9.94	4.3303	0.015747	14.35	0.00027576	0.78991	0	405.32	2.2422	0.0089687	6.1031	-1.3558	-3.046	0	205.6
9.96	4.6207	0.016803	14.483	0.18393	1.302	0	405.32	2.3939	0.0095756	8.8662	-0.85452	-1.7696	0	205.6
9.98	4.9028	0.017828	13.584	0.36249	1.7998	0	405.32	2.5877	0.010351	10.271	-0.21272	-0.13544	0	205.6
10	5.1596	0.018762	11.969	0.52516	2.2533	0	405.32	2.7959	0.011183	10.45	0.10233	0.68407	0	205.6
10.02	5.3763	0.01955	9.5995	0.66261	2.6364	0	405.32	3.0043	0.012017	10.362	0.19015	0.93554	0	205.6
10.04	5.5401	0.020146	6.7042	0.76657	2.9261	0	405.32	3.2089	0.012836	10.054	0.27635	1.1824	0	205.6
10.06	5.6429	0.02052	3.5721	0.83209	3.1087	0	405.32	3.4048	0.013619	9.4958	0.35894	1.4188	0	205.6
10.08	5.6838	0.020669	0.57494	0.85839	3.1819	0	405.32	3.587	0.014348	8.6799	0.43575	1.6388	0	205.6
10.1	5.6694	0.020616	-1.8968	0.79672	3.0251	0	405.32	3.7504	0.015002	7.6206	0.50471	1.8362	0	205.6
10.12	5.6149	0.020418	-3.34	0.53293	2.3557	0	405.32	3.8896	0.015559	6.2414	0.56348	2.0045	0	205.6
10.14	5.545	0.020164	-3.4108	0.1929	1.4928	0	405.32	3.9979	0.015992	4.5384	0.60925	2.1355	0	205.6
10.16	5.4871	0.019953	-2.1856	-0.089829	0.77548	0	405.32	4.0699	0.01628	2.6447	0.63975	2.2227	0	205.6
10.18	5.4638	0.019869	-0.017229	-0.20513	0.48299	0	405.32	4.1039	0.016416	0.78582	0.65426	2.2642	0	205.6
10.2	5.4898	0.019963	2.6621	-0.081351	0.79717	0	405.32	4.1033	0.016413	-0.77015	0.64486	2.2406	0	205.6
10.22	5.5705	0.020256	5.3658	0.30835	1.7861	0	405.32	4.0774	0.01631	-1.6788	0.55967	2.0237	0	205.6
10.24	5.7022	0.020735	7.7381	0.86899	3.2117	0	405.32	4.0425	0.01617	-1.6481	0.44379	1.7287	0	205.6
10.26	5.8798	0.021381	10.053	0.981	3.5241	0	405.32	4.0157	0.016063	-0.97086	0.35434	1.5009	0	205.6
10.28	6.1043	0.022197	12.364	1.1227	3.9192	0	405.32	4.0059	0.016023	0.032506	0.32113	1.4164	0	205.6
10.3	6.371	0.023167	14.176	1.2911	4.389	0	405.32	4.0181	0.016072	1.2036	0.36094	1.5178	0	205.6
10.32	6.6659	0.02424	15.175	1.4775	4.9087	0	405.32	4.0538	0.016215	2.3427	0.47851	1.8172	0	205.6
10.34	6.973	0.025356	15.426	1.6718	5.4503	0	405.32	4.1103	0.016441	3.259	0.65672	2.2714	0	205.6
10.36	7.2772	0.026462	14.815	1.8642	5.9869	0	405.32	4.1833	0.016733	4.044	0.68741	2.3593	0	205.6
10.38	7.5581	0.027484	13.078	2.0422	6.483	0	405.32	4.2718	0.017087	4.7904	0.72461	2.4658	0	205.6
10.4	7.7923	0.028336	10.138	2.2313	6.9983	0	405.32	4.3741	0.017496	5.416	0.76764	2.5891	0	205.67
10.42	7.9562	0.028932	6.0921	2.3719	7.3798	0	405.32	4.4871	0.017949	5.8425	0.81521	2.7253	0	205.76
10.44	8.0308	0.029203	1.2755	2.4364	7.5546	0	405.32	4.6058	0.018423	5.9619	0.86517	2.8684	0	205.85
10.46	8.0059	0.029112	-3.7353	2.3088	7.2311	0	405.32	4.7229	0.018892	5.6704	0.91455	3.0098	0	205.96
10.48	7.8858	0.028675	-8.0975	1.7286	5.7587	0	405.32	4.828	0.019312	4.6918	0.95889	3.1367	0	206.06
10.5	7.6922	0.027972	-10.933	0.78982	3.3765	0	405.32	4.9043	0.019617	2.7823	0.99125	3.2293	0	206.13
10.52	7.4626	0.027137	-11.644	-0.32647	0.54393	0	405.32	4.9328	0.019731	-0.082238	1.0052	3.2686	0	206.16
10.54	7.2372	0.026317	-10.756	-0.48846	0.097853	0	405.32	4.8993	0.019597	-3.1958	0.89606	2.9906	0	206.16
10.56	7.0357	0.025584	-9.3642	-0.61609	-0.25793	0	405.32	4.8096	0.019238	-5.6316	0.60019	2.2371	0	206.16
10.58	6.862	0.024953	-8.0645	-0.72618	-0.56483	0	405.32	4.6806	0.018723	-7.0819	0.17361	1.1509	0	206.16
10.6	6.7116	0.024406	-6.9909	-0.82144	-0.83037	0	405.32	4.5337	0.018135	-7.4291	-0.31349	-0.089324	0	206.16
10.62	6.5833	0.023939	-5.7659	-0.90277	-1.0571	0	405.32	4.3906	0.017562	-6.7259	-0.73208	-1.1577	0	206.16
10.64	6.4856	0.023584	-3.8682	-0.96482	-1.23	0	405.32	4.2669	0.017067	-5.6319	-0.78429	-1.3072	0	206.2
10.66	6.4325	0.023391	-1.3895	-0.99882	-1.3247	0	405.32	4.1659	0.016663	-4.452	-0.82695	-1.4293	0	206.28
10.68	6.4319	0.023389	1.3689	-0.97623	-1.2683	0	405.32	4.0895	0.016358	-3.1604	-0.85924	-1.5217	0	206.34
10.7	6.4879	0.023592	4.2253	-0.70689	-0.58478	0	405.32	4.041	0.016164	-1.6369	-0.87983	-1.5806	0	206.38
10.72	6.5988	0.023996	6.7661	-0.1696	0.77866	0	405.32	4.0269	0.016108	0.31824	-0.88567	-1.5974	0	206.4
10.74	6.7512	0.02455	8.2167	0.5702	2.6559	0	405.32	4.057	0.016228	2.7436	-0.78776	-1.348	0	206.4
10.76	6.9163	0.02515	7.999	1.3739	4.6953	0	405.32	4.1377	0.016551	5.321	-0.52163	-0.67032	0	206.4
10.78	7.0608	0.025676	6.27	1.8226	5.8433	0	405.32	4.2673	0.017069	7.4996	-0.093262	0.42046	0	206.4
10.8	7.1634	0.026049	3.9384	1.8878	6.0251	0	405.32	4.4292	0.017717	8.4592	0.44297	1.7858	0	206.4
10.82	7.2172	0.026244	1.4169	1.9222	6.1209	0	405.32	4.5966	0.018386	8.0926	0.86111	2.8568	0	206.43
10.84	7.2177	0.026246	-1.4289	1.9017	6.0696	0	405.32	4.7502	0.019001	7.2227	0.92588	3.0423	0	206.56
10.86	7.1588	0.026032	-4.4599	1.6183	5.3505	0	405.32	4.8831	0.019533	5.9957	0.98201	3.203	0	206.69
10.88	7.0407	0.025603	-7.2745	1.0466	3.8997	0	405.32	4.9862	0.019945	4.1971	1.0256	3.3277	0	206.79
10.9	6.873	0.024993	-9.3224	0.23242	1.8337	0	405.32	5.0463	0.020185	1.6886	1.0511	3.4008	0	206.86
10.92	6.6761	0.024277	-10.134	-0.72449	-0.59446	0	405.32	5.0489	0.020196	-1.5353	1.0341	3.3585	0	206.87
10.94	6.4751	0.023546	-9.8751	-0.97067	-1.2466	0	405.32	4.984	0.019936	-4.845	0.82108	2.8161	0	206.87
10.96	6.2853	0.022856	-8.9895	-1.0909	-1.5816	0	405.32	4.8611	0.019445	-7.2587	0.4153	1.7828	0	206.87
10.98	6.1184	0.022249	-7.6684	-1.1966	-1.8764	0	405.32	4.7017	0.018807	-8.4679	-0.11253	0.43883	0	206.87
11	5.9783	0.021739	-6.3715	-1.2854	-2.1238	0	405.32	4.5311	0.018124	-8.3861	-0.65403	-0.94108	0	206.87
11.02	5.8634	0.021321	-5.0966	-1.3582	-2.327	0	405.32	4.3704	0.017482	-7.6634	-0.74047	-1.1818	0	206.88
11.04	5.7753	0.021001	-3.6938	-1.4142	-2.4828	0	405.32	4.2251	0.016901	-6.8502	-0.80175	-1.3572	0	207
