CH.000,CH.001,CH.002,CH.003,CH.004,CH.005,CH.006,CH.007,CH.008,CH.009,CH.010,CH.011,CH.012,CH.013,CH.014,CH.015,CH.020,CH.021,CH.022,CH.023,CH.024,CH.025,CH.026,CH.027,CH.028,CH.029,CH.030,CH.031,CH.032,CH.033,CH.034,CH.035,CH.036,CH.037,CH.038,CH.039,CH.040,CH.041,CH.042,CH.043,CH.044,CH.045,CH.046,CH.047,CH.048,,,,,,,,,,,,GAMMA,THETA,THETA-UL,THETA-UR,THETA-DL,THETA-DR,DELTA-UL,DELTA-UR,DELTA-DL,DELTA-DR,CH.000,P/M
766,7.829999924,7,7.980000019,0.109999999,0.01,0.090000004,0.25999999,-0.189999998,-0.100000001,1.409999967,1.399999976,-1.659999967,-1.799999952,0,-50,28,-36,-2,-2,-48,-18,-39,-91,-33,-57,-93,-58,-96,-27,-61,-86,-31,-26,-16,-9,-27,-29,-50,-1,-41,-28,-18,-30,,,,,,,,,,,,,0.002868132,4.31034E-05,0.003090909,0.001636364,0.000181818,0.032727272,0.034999996,-0.145,1.404999971,-1.729999959,766,420.8791209
806,8.529999733,8,8.760000229,0.119999997,0.01,0.090000004,0.300000012,-0.25,-0.109999999,1.570000052,1.570000052,-1.769999981,-1.940000057,0,-47,36,-39,7,3,-29,0,-28,-84,-24,-72,-94,-51,-83,-13,-46,-83,-21,-24,-14,-24,-11,-17,-40,9,-32,-32,-1,-15,,,,,,,,,,,,,0.003124542,4.74138E-05,0.003818182,0.002545455,0,0.035272728,0.025000006,-0.18,1.570000052,-1.855000019,806,442.8571429
846,9.170000076,8.5,9.539999962,0.119999997,0.01,0.090000004,0.300000012,-0.289999992,-0.109999999,1.730000019,1.710000038,-1.860000014,-2.059999943,0,-59,31,-42,4,1,-46,-7,-37,-101,-25,-67,-98,-48,-87,-22,-52,-88,-29,-28,-12,-11,-24,-26,-47,0,-36,-22,-11,-25,,,,,,,,,,,,,0.003358974,4.74138E-05,0.003818182,0.003272727,0.000363636,0.037454544,0.00500001,-0.199999996,1.720000029,-1.959999979,846,464.8351648
946,11.80000019,10.5,11.76000023,0.119999997,0.01,0.090000004,0.349999994,-0.289999992,-0.109999999,1.970000029,1.919999957,-2.119999886,-2.369999886,0,-62,38,-32,21,10,-31,-2,-40,-88,0,-58,-79,-48,-85,-11,-52,-81,-28,-19,1,-3,-13,-24,-52,13,-30,-13,3,-19,,,,,,,,,,,,,0.004322344,4.74138E-05,0.004727273,0.003272727,0.000909092,0.043090907,0.030000001,-0.199999996,1.944999993,-2.244999886,946,519.7802198
1047,12.93999958,12,13.30000019,0.119999997,0.01,0.109999999,0.419999987,-0.289999992,-0.109999999,2.25999999,2.210000038,-2.190000057,-2.5,0,-46,38,-30,15,14,-43,-1,-23,-90,-19,-74,-89,-36,-82,-13,-39,-77,-4,-8,1,-25,-18,-10,-34,19,-8,-16,5,-18,,,,,,,,,,,,,0.004739927,4.74138E-05,0.005636363,0.003272727,0.00090909,0.045454545,0.064999998,-0.199999996,2.235000014,-2.345000029,1047,575.2747253
1132,14.80000019,14,14.88000011,0.119999997,0.01,0.180000007,0.50999999,-0.289999992,-0.100000001,2.559999943,2.50999999,-2.279999971,-2.569999933,0,-54,20,-38,2,-12,-52,-6,-39,-93,-16,-79,-108,-50,-89,-22,-52,-80,-27,-28,-5,-18,-25,-20,-47,5,-29,-16,-13,-29,,,,,,,,,,,,,0.005421245,4.74138E-05,0.006,0.003454545,0.00090909,0.046727272,0.109999999,-0.194999997,2.534999967,-2.424999952,1132,621.978022
1217,16.37999916,15,16.45999908,0.129999995,0.01,0.180000007,0.579999983,-0.300000012,-0.109999999,2.900000095,2.829999924,-2.279999971,-2.650000095,0,-57,13,-31,12,8,-21,17,-30,-90,-6,-59,-96,-35,-76,-9,-44,-72,-21,-23,-4,-3,-13,-12,-35,9,-34,-20,0,-14,,,,,,,,,,,,,0.006,5.17241E-05,0.007272727,0.003454546,0.00127273,0.04818182,0.139999986,-0.205000006,2.86500001,-2.465000033,1217,668.6813187
1297,17.67000008,16.5,18.02000046,0.200000003,0.01,0.280000001,0.670000017,-0.289999992,-0.109999999,3.200000048,3.140000105,-2.299999952,-2.700000048,0,-59,46,-37,5,17,-30,-18,-29,-91,-31,-67,-87,-38,-83,-8,-44,-88,-18,-7,-4,-13,-7,-20,-37,13,-16,-18,0,-10,,,,,,,,,,,,,0.006472528,8.18966E-05,0.007090909,0.003272727,0.001090908,0.04909091,0.190000013,-0.199999996,3.170000076,-2.5,1297,712.6373626
1372,19.22999954,18,19.57999992,0.219999999,0,0.280000001,0.74000001,-0.330000013,-0.100000001,3.50999999,3.450000048,-2.319999933,-2.74000001,0,-50,26,-42,0,18,-32,9,-18,-89,-23,-80,-96,-34,-90,-5,-40,-85,-7,-18,-6,-34,-19,-5,-37,19,-20,-24,6,-11,,,,,,,,,,,,,0.007043956,9.48276E-05,0.008363637,0.004181818,0.001090908,0.049818182,0.204999998,-0.215000007,3.480000019,-2.529999971,1372,753.8461538
1407,20.78000069,19,20.95999908,0.219999999,0,0.280000001,0.769999981,-0.400000006,-0.109999999,3.769999981,3.710000038,-2.329999924,-2.769999981,0.079999998,-58,41,-36,7,3,-36,-2,-23,-85,-27,-77,-94,-41,-87,-18,-54,-86,-16,-19,-7,-34,-23,-23,-41,9,-23,-19,-5,-24,,,,,,,,,,,,,0.007582418,9.48276E-05,0.008909091,0.005272727,0.001090908,0.051818181,0.184999987,-0.255000003,3.74000001,-2.549999952,1407,773.0769231
1462,24.12000084,22,24.20000076,0.230000004,0.01,0.209999993,0.810000002,-0.409999996,-0.109999999,3.910000086,3.809999943,-2.349999905,-2.849999905,0.100000001,-59,27,-32,6,8,-18,13,-7,-66,12,-58,-55,-42,-81,1,-49,-71,-20,-21,-12,-17,-17,-14,-38,10,-35,-29,-3,-10,,,,,,,,,,,,,0.008798535,9.48276E-05,0.010909091,0.005454545,0.001818184,0.053636362,0.200000003,-0.259999998,3.860000014,-2.599999905,1462,803.2967033
1607,26.75,25.5,27.47999954,0.319999993,0.01,0.280000001,0.980000019,-0.5,-0.100000001,4.449999809,4.360000134,-2.299999952,-2.900000095,0.170000002,-83,20,-30,23,7,-3,15,-4,-57,31,-52,-43,-33,-68,8,-40,-65,-22,-19,-6,-18,-5,-13,-31,4,-30,-22,5,-10,,,,,,,,,,,,,0.009736264,0.000133621,0.012727273,0.007272727,0.001636358,0.055818184,0.24000001,-0.300000001,4.404999971,-2.600000024,1607,882.967033
1718,30.40999985,28.5,30.89999962,0.400000006,0.01,0.370000005,1.129999995,-0.5,-0.109999999,5.03000021,4.929999828,-2.269999981,-2.940000057,0.200000003,-75,26,-26,24,8,-15,23,-13,-49,33,-36,-47,-37,-78,0,-40,-59,-18,-19,-2,-18,-16,-13,-33,11,-26,-17,0,-20,,,,,,,,,,,,,0.011065934,0.000168103,0.013818182,0.007090909,0.001818189,0.05709091,0.314999998,-0.305,4.980000019,-2.605000019,1718,943.956044
1808,33.75999832,31.5,34.27999878,0.469999999,0.01,0.419999987,1.279999971,-0.5,-0.090000004,5.559999943,5.440000057,-2.25,-3,0.209999993,-72,24,-51,-5,11,-11,12,0,-51,7,-50,-31,-38,-65,13,-44,-81,-20,-24,-17,-19,1,-17,-46,17,-40,-35,-6,-6,,,,,,,,,,,,,0.012289377,0.000198276,0.015636363,0.007454545,0.002181816,0.058363636,0.389999986,-0.295000002,5.5,-2.625,1808,993.4065934
1823,37.11000061,35,37.65999985,0.50999999,0.01,0.469999999,1.419999957,-0.529999971,-0.059999999,5.820000172,5.679999828,-2.24000001,-3.019999981,0.209999993,-76,22,-37,13,1,-12,15,-13,-47,25,-42,-32,-43,-71,0,-34,-73,-18,-19,-11,-28,-11,-15,-43,16,-36,-25,-7,-17,,,,,,,,,,,,,0.013516484,0.000215517,0.017272727,0.008545454,0.002545461,0.058727272,0.444999993,-0.294999985,5.75,-2.629999995,1823,1001.648352
1878,40.61999893,38.5,40.97999954,0.50999999,0.01,0.540000021,1.590000033,-0.610000014,-0.029999999,6.090000153,5.889999866,-2.200000048,-3.039999962,0.200000003,-64,27,-50,2,15,-10,10,-10,-58,6,-48,-42,-52,-90,2,-45,-96,-16,-36,-15,-19,-11,-27,-55,11,-41,-39,-5,-14,,,,,,,,,,,,,0.01480586,0.000215517,0.019090909,0.010545455,0.003636369,0.05890909,0.49000001,-0.320000007,5.99000001,-2.620000005,1878,1031.868132
