CH.000,CH.001,CH.002,CH.003,CH.004,CH.005,CH.006,CH.007,CH.008,CH.009,CH.010,CH.011,CH.012,CH.013,CH.014,CH.015,CH.020,CH.021,CH.022,CH.023,CH.024,CH.025,CH.026,CH.027,CH.028,CH.029,CH.030,CH.031,CH.032,CH.033,CH.034,CH.035,CH.036,CH.037,CH.038,CH.039,CH.040,CH.041,CH.042,CH.043,CH.044,CH.045,CH.046,CH.047,CH.048,,,,,,,,,,,,GAMMA,THETA,THETA-UL,THETA-UR,THETA-DL,THETA-DR,DELTA-UL,DELTA-UR,DELTA-DL,DELTA-DR,CH.000,P/M
-701,-9.180000305,-8.5,-8.260000229,-0.140000001,0.100000001,-0.850000024,-1.029999971,1.580000043,1.360000014,-0.519999981,-0.280000001,1.269999981,1.529999971,-0.109999999,-1,0,20,-3,28,9,-11,6,-1,8,-21,38,22,-14,16,3,-14,11,16,1,-15,9,1,-2,11,11,-2,16,5,,,,,,,,,,,,,-0.003322344,-0.000103448,-0.003272726,-0.004000001,-0.004363636,-0.029818181,0.275000036,1.470000029,-0.399999991,1.399999976,-701,-385.1648352
-731,-10.34000015,-9.5,-9.239999771,-0.140000001,0.200000003,-0.850000024,-1.029999971,1.730000019,1.440000057,-0.660000026,-0.400000006,1.399999976,1.690000057,-0.109999999,-7,-11,21,2,-6,-12,-4,-10,-25,20,-3,-14,6,-22,-14,-10,2,-8,-7,-7,-4,-21,1,-3,-12,1,1,-4,-19,,,,,,,,,,,,,-0.003747253,-0.000146552,-0.003272726,-0.005272727,-0.004727273,-0.032727274,0.350000024,1.585000038,-0.530000016,1.545000017,-731,-401.6483516
-791,-12.17000008,-11,-11.19999981,-0.07,0.289999992,-0.660000026,-0.839999974,2.430000067,2.049999952,-0.870000005,-0.569999993,1.480000019,1.799999952,-0.01,21,-25,9,3,2,-10,1,-23,-28,0,-20,-18,9,-16,-14,-10,-13,6,-7,12,-2,-16,-5,-4,-2,7,7,0,-10,,,,,,,,,,,,,-0.004454212,-0.000155172,-0.003272726,-0.006909093,-0.005454546,-0.03290909,0.795000046,2.24000001,-0.719999999,1.639999986,-791,-434.6153846
-836,-12.64999962,-12.5,-12.19999981,-0.07,0.330000013,-0.660000026,-0.790000021,2.589999914,2.190000057,-1.00999999,-0.689999998,1.629999995,1.970000029,0,21,11,25,10,31,4,-6,6,-4,-1,-24,12,15,-15,5,-1,-20,27,18,11,-6,-2,2,-3,24,22,1,13,3,,,,,,,,,,,,,-0.004633699,-0.000172414,-0.002363636,-0.007272725,-0.005818182,-0.035818182,0.899999946,2.389999986,-0.849999994,1.800000012,-836,-459.3406593
-906,-14.71000004,-14.5,-14.14000034,-0.07,0.49000001,-0.629999995,-0.75,2.920000076,2.460000038,-1.340000033,-1,1.970000029,2.339999914,0,10,-26,1,-10,-8,-23,-17,-22,-18,0,-18,-17,-7,-41,-11,-25,-16,-8,-7,-16,-19,-24,-6,-15,3,-10,-16,-13,-20,,,,,,,,,,,,,-0.005388278,-0.000241379,-0.002181818,-0.008363637,-0.006181819,-0.042545453,1.085000038,2.690000057,-1.170000017,2.154999971,-906,-497.8021978
-936,-16,-15,-15.11999989,-0.079999998,0.579999983,-0.540000021,-0.649999976,3.079999924,2.619999886,-1.529999971,-1.159999967,2.140000105,2.50999999,-0.109999999,8,-15,15,-8,-11,-26,-23,-26,-21,4,-19,-23,-3,-37,-21,-15,-23,-4,-7,-3,-7,-20,-12,-12,-1,1,-2,-11,-20,,,,,,,,,,,,,-0.005820513,-0.000284483,-0.001999999,-0.008363637,-0.006727273,-0.047636363,1.214999974,2.849999905,-1.344999969,2.325000048,-936,-514.2857143
-971,-17.36000061,-16,-16.10000038,-0.119999997,0.699999988,-0.469999999,-0.560000002,3.24000001,2.75,-1.669999957,-1.299999952,2.279999971,2.670000076,-0.109999999,9,-8,4,8,9,-2,-13,-14,-22,-2,-18,-1,11,-21,-3,-8,-12,3,6,6,-10,-3,-4,-9,9,9,2,4,-5,,,,,,,,,,,,,-0.006318682,-0.000353448,-0.001636364,-0.008909091,-0.006727273,-0.050545456,1.340000004,2.995000005,-1.484999955,2.475000024,-971,-533.5164835
-1047,-18.75,-18.5,-18.04000092,-0.140000001,1.149999976,-0.379999995,-0.469999999,3.450000048,2.960000038,-1.909999967,-1.5,2.529999971,2.930000067,-0.209999993,4,0,6,-7,8,4,-3,-1,-14,-18,-15,-3,7,-21,0,-8,-17,1,-4,-8,-7,-9,0,-5,2,6,-11,6,-4,,,,,,,,,,,,,-0.006791209,-0.000556034,-0.001636364,-0.008909091,-0.007454545,-0.05709091,1.490000024,3.205000043,-1.704999983,2.730000019,-1047,-575.2747253
-1062,-20.29000092,-19.5,-19.04000092,-0.129999995,1.679999948,-0.379999995,-0.469999999,3.559999943,2.980000019,-1.980000019,-1.549999952,2.599999905,2.980000019,-0.209999993,3,4,15,13,2,-21,-20,-13,-14,19,-9,-20,1,-30,-3,-10,-8,5,5,-1,-15,-10,-3,-8,6,9,-8,4,-15,,,,,,,,,,,,,-0.007355312,-0.000780172,-0.001636364,-0.010545453,-0.007818183,-0.058,1.544999972,3.269999981,-1.764999986,2.789999962,-1062,-583.5164835
-1072,-21.34000015,-20,-20.28000069,-0.140000001,2.390000105,-0.379999995,-0.469999999,3.559999943,3.079999924,-2.069999933,-1.620000005,2.660000086,3.019999981,-0.209999993,10,-23,19,-6,-10,-12,-4,-17,-28,-6,-20,-19,-3,-18,-16,-12,-15,-10,-12,-1,-4,-20,-3,-11,-4,-5,6,-3,-9,,,,,,,,,,,,,-0.007739927,-0.001090517,-0.001636364,-0.008727273,-0.008181817,-0.058727272,1.544999972,3.319999933,-1.844999969,2.840000033,-1072,-589.010989
-1182,-25.79999924,-24.5,-25.18000031,0.059999999,3.25,1.49000001,1.5,5.440000057,4.920000076,-2.380000114,-1.799999952,2.930000067,3.309999943,-0.059999999,14,-27,9,-15,3,-15,-18,-15,-32,-6,-16,-8,5,-33,-11,-21,-27,0,-8,-8,-5,-19,-11,-23,-1,1,-11,-5,-20,,,,,,,,,,,,,-0.009428571,-0.001375,0.000181818,-0.009454545,-0.010545457,-0.061272726,3.470000029,5.180000067,-2.090000033,3.120000005,-1182,-649.4505495
-1247,-27.84000015,-27,-27.31999969,0.059999999,3.769999981,1.580000043,1.590000033,5.840000153,5.039999962,-2.450000048,-1.809999943,3.170000076,3.539999962,-0.100000001,19,-21,17,-2,10,0,3,-4,-17,6,-26,-5,15,-16,-7,-5,-6,10,6,5,-19,-10,4,-1,4,15,1,8,-6,,,,,,,,,,,,,-0.010161172,-0.001599138,0.000181818,-0.014545458,-0.011636366,-0.066181818,3.715000093,5.440000057,-2.129999995,3.355000019,-1247,-685.1648352
-1367,-32.20000076,-31,-31.57999992,0.059999999,4.349999905,1.820000052,1.820000052,6.96999979,6.010000229,-2.589999914,-1.899999976,3.720000029,4.110000134,-0.100000001,16,-35,19,-2,5,-3,1,-18,-29,16,2,8,12,-14,-5,-7,-6,-10,-9,6,15,-9,3,-15,-9,-6,8,4,-4,,,,,,,,,,,,,-0.011758242,-0.001849138,0,-0.017454537,-0.012545453,-0.076545457,4.394999921,6.49000001,-2.244999945,3.915000081,-1367,-751.0989011
-1402,-34.09000015,-33,-33.75999832,0.059999999,4.510000229,1.929999948,1.919999957,7.710000038,6.650000095,-2.640000105,-1.899999976,3.99000001,4.389999866,-0.109999999,23,-10,26,-5,13,-4,-1,4,-12,16,1,0,16,-24,8,-3,-10,12,1,8,-2,-8,5,-7,13,10,-1,11,-2,,,,,,,,,,,,,-0.012446887,-0.001918104,-0.000181818,-0.019272726,-0.013454548,-0.081818179,4.814999998,7.180000067,-2.270000041,4.189999938,-1402,-770.3296703
-1482,-38.33000183,-37.5,-38.08000183,0.059999999,4.820000172,2.369999886,2.359999895,9.340000153,8.039999962,-2.74000001,-1.899999976,4.460000038,4.869999886,-0.170000002,17,-6,14,-5,22,-3,-6,0,-10,6,-27,5,8,-16,13,-2,-17,15,9,-2,-22,1,3,-8,15,12,-4,15,0,,,,,,,,,,,,,-0.013978023,-0.002051724,-0.000181818,-0.023636367,-0.015272728,-0.091636362,5.850000024,8.690000057,-2.319999993,4.664999962,-1482,-814.2857143
-1527,-40.31999969,-39,-40.27999878,0.059999999,4.96999979,2.640000105,2.660000086,10.15999985,8.770000458,-2.779999971,-1.899999976,4.699999809,5.130000114,-0.209999993,22,-7,24,-3,19,2,-1,7,-9,8,-28,3,18,-17,13,1,-19,14,11,9,-12,3,8,-6,14,11,-1,16,5,,,,,,,,,,,,,-0.014692308,-0.002116379,0.000363636,-0.025272716,-0.016,-0.097090911,6.409999967,9.465000153,-2.339999974,4.914999962,-1527,-839.010989
-1567,-41.86000061,-41,-42.45999908,0.059999999,5.090000153,2.910000086,2.970000029,11.02000046,9.489999771,-2.829999924,-1.899999976,4.96999979,5.380000114,-0.209999993,17,-17,26,6,18,-3,10,-6,-17,14,-13,-6,22,-5,-2,-6,2,6,4,14,-9,-8,8,1,9,7,14,3,-6,,,,,,,,,,,,,-0.01525641,-0.002168104,0.001090908,-0.027818194,-0.01690909,-0.101636366,6.995000243,10.25500011,-2.36499995,5.174999952,-1567,-860.989011
-1582,-55.58000183,-55.5,-57.34000015,0.050000001,6.309999943,8.390000343,9.050000191,18.19000053,15.52999973,-2.829999924,-1.769999981,5.46999979,5.880000114,0,26,-42,-18,-14,11,-3,-20,-24,-49,-14,-26,10,-4,-25,-1,-16,-40,-20,-11,-7,-2,-7,-14,-36,-15,-14,-5,6,-3,,,,,,,,,,,,,-0.020358975,-0.002698276,0.011999997,-0.048363651,-0.019272726,-0.106909093,13.62000036,16.86000013,-2.299999952,5.674999952,-1582,-869.2307692
-1617,-59.34999847,-60,-61.88000107,-0.039999999,6.489999771,9.210000038,9.949999809,20.07999992,17.12999916,-2.74000001,-1.549999952,5.929999828,6.320000172,0,25,-20,-4,-14,21,-4,-11,-6,-30,-11,-24,-6,11,-22,5,-9,-21,5,2,4,-13,-3,-7,-21,13,5,-7,11,-7,,,,,,,,,,,,,-0.021739926,-0.002814655,0.013454541,-0.053636378,-0.021636365,-0.114909094,15.01499987,18.60499954,-2.144999981,6.125,-1617,-888.4615385
-1647,-67.13999939,-68,-71.08000183,-0.029999999,6.690000057,11.09000015,12.05000019,24.18000031,20.61000061,-2.74000001,-1.409999967,6.570000172,6.949999809,0,17,-19,13,-2,22,-6,-3,-1,-24,22,-12,1,19,-15,2,-2,-9,8,1,-2,-12,0,5,-5,7,-1,-4,7,-2,,,,,,,,,,,,,-0.024593406,-0.002896552,0.017454546,-0.064909085,-0.024181819,-0.126363633,18.11500025,22.39500046,-2.074999988,6.75999999,-1647,-904.9450549
